date,time,lat,lon,ele,sog
2024-06-05,08:26:36.000,50.5938857,-4.8321606,40,0.000
2024-06-05,08:26:48.000,50.5939191,-4.8320696,40,0.000
2024-06-05,08:26:53.000,50.5939149,-4.8320855,40,0.000
2024-06-05,08:26:58.000,50.5939057,-4.8321331,40,0.000
2024-06-05,08:27:03.000,50.5939624,-4.8321786,40,0.000
2024-06-05,08:27:08.000,50.5940324,-4.8322211,40,1.197
2024-06-05,08:27:13.000,50.5940649,-4.8322568,40,1.033
2024-06-05,08:27:18.000,50.5940624,-4.8323036,40,1.031
2024-06-05,08:28:06.000,50.5940729,-4.8323512,39,1.197
2024-06-05,08:28:38.000,50.5940804,-4.8323620,39,1.111
2024-06-05,08:29:48.000,50.5941273,-4.8323940,39,0.000
2024-06-05,08:29:53.000,50.5941897,-4.8324232,39,1.253
2024-06-05,08:29:58.000,50.5942403,-4.8324384,39,1.150
2024-06-05,08:30:03.000,50.5942740,-4.8324476,39,1.119
2024-06-05,08:30:08.000,50.5943223,-4.8324763,39,1.133
2024-06-05,08:30:13.000,50.5943698,-4.8325030,39,1.078
2024-06-05,08:30:18.000,50.5944202,-4.8325248,39,1.106
2024-06-05,08:30:23.000,50.5944760,-4.8325396,39,1.189
2024-06-05,08:30:28.000,50.5945360,-4.8325255,39,1.222
2024-06-05,08:30:33.000,50.5945936,-4.8325110,39,1.186
2024-06-05,08:30:38.000,50.5946456,-4.8324968,39,1.164
2024-06-05,08:30:43.000,50.5946930,-4.8324747,39,1.142
2024-06-05,08:31:17.000,50.5947260,-4.8324331,40,0.567
2024-06-05,08:31:22.000,50.5947798,-4.8324263,40,1.256
2024-06-05,08:31:27.000,50.5948432,-4.8324045,40,1.261
2024-06-05,08:31:32.000,50.5948986,-4.8323605,40,1.256
2024-06-05,08:31:37.000,50.5949358,-4.8322934,40,1.250
2024-06-05,08:31:42.000,50.5949716,-4.8322287,40,1.217
2024-06-05,08:31:47.000,50.5950093,-4.8321627,40,1.192
2024-06-05,08:31:52.000,50.5950508,-4.8320933,41,1.206
2024-06-05,08:31:57.000,50.5950882,-4.8320088,41,1.225
2024-06-05,08:32:02.000,50.5951007,-4.8319197,42,1.208
2024-06-05,08:32:07.000,50.5950852,-4.8318368,42,1.189
2024-06-05,08:32:12.000,50.5950645,-4.8317631,43,1.150
2024-06-05,08:32:17.000,50.5950494,-4.8316980,44,1.117
2024-06-05,08:32:22.000,50.5950388,-4.8316395,45,1.047
2024-06-05,08:32:27.000,50.5950239,-4.8315798,46,1.022
2024-06-05,08:32:32.000,50.5950188,-4.8315055,47,1.014
2024-06-05,08:32:37.000,50.5950201,-4.8314221,48,1.025
2024-06-05,08:32:42.000,50.5950313,-4.8313411,49,1.069
2024-06-05,08:32:47.000,50.5950551,-4.8312617,49,1.083
2024-06-05,08:32:52.000,50.5950781,-4.8311836,49,1.119
2024-06-05,08:32:57.000,50.5951056,-4.8311077,49,1.153
2024-06-05,08:33:02.000,50.5951341,-4.8310372,49,1.256
2024-06-05,08:33:07.000,50.5951481,-4.8309576,49,1.261
2024-06-05,08:33:12.000,50.5951532,-4.8308746,49,1.219
2024-06-05,08:33:17.000,50.5951541,-4.8307923,50,1.156
2024-06-05,08:33:22.000,50.5951525,-4.8307109,50,1.128
2024-06-05,08:33:27.000,50.5951598,-4.8306277,50,1.119
2024-06-05,08:33:32.000,50.5951782,-4.8305449,50,1.164
2024-06-05,08:33:37.000,50.5952007,-4.8304552,49,1.214
2024-06-05,08:33:42.000,50.5952196,-4.8303677,49,1.289
2024-06-05,08:33:47.000,50.5952320,-4.8302789,48,1.339
2024-06-05,08:33:52.000,50.5952521,-4.8301901,48,1.381
2024-06-05,08:33:57.000,50.5952609,-4.8300896,47,1.386
2024-06-05,08:34:02.000,50.5952569,-4.8299818,47,1.397
2024-06-05,08:34:07.000,50.5952512,-4.8298800,46,1.392
2024-06-05,08:34:12.000,50.5952452,-4.8297823,46,1.386
2024-06-05,08:34:30.000,50.5952507,-4.8297002,46,0.000
2024-06-05,08:34:35.000,50.5952407,-4.8296104,46,1.361
2024-06-05,08:34:40.000,50.5952268,-4.8295040,46,1.375
2024-06-05,08:34:45.000,50.5952069,-4.8294063,46,1.325
2024-06-05,08:35:11.000,50.5951798,-4.8293265,46,0.486
2024-06-05,08:35:16.000,50.5951574,-4.8292623,46,1.142
2024-06-05,08:35:21.000,50.5951372,-4.8291898,46,1.069
2024-06-05,08:35:26.000,50.5951160,-4.8291131,46,1.078
2024-06-05,08:35:36.000,50.5950898,-4.8290613,46,1.000
2024-06-05,08:35:41.000,50.5950600,-4.8289956,46,1.014
2024-06-05,08:35:46.000,50.5950232,-4.8289156,46,1.064
2024-06-05,08:35:51.000,50.5949906,-4.8288362,46,1.150
2024-06-05,08:35:56.000,50.5949535,-4.8287648,47,1.203
2024-06-05,08:36:01.000,50.5949150,-4.8286961,47,1.217
2024-06-05,08:36:06.000,50.5948776,-4.8286182,47,1.242
2024-06-05,08:36:11.000,50.5948433,-4.8285397,47,1.264
2024-06-05,08:36:16.000,50.5948136,-4.8284604,47,1.269
2024-06-05,08:36:21.000,50.5947858,-4.8283731,47,1.267
2024-06-05,08:36:26.000,50.5947671,-4.8283172,46,0.000
2024-06-05,08:36:31.000,50.5947536,-4.8282709,46,1.419
2024-06-05,08:36:36.000,50.5947236,-4.8282024,46,1.467
2024-06-05,08:36:41.000,50.5946875,-4.8281299,46,1.350
2024-06-05,08:36:46.000,50.5946506,-4.8280569,46,1.283
