date,time,lat,lon,ele,sog
2025-07-24,10:26:44.000,51.1348548,-4.2417551,13.6,0.000
2025-07-24,10:26:49.000,51.1348491,-4.2417463,13.6,0.000
2025-07-24,10:26:54.000,51.1348491,-4.2417463,13.6,0.000
2025-07-24,10:26:59.000,51.1348491,-4.2417463,13.6,0.000
2025-07-24,10:27:04.000,51.1348491,-4.2417463,13.6,0.000
2025-07-24,10:27:09.000,51.1348521,-4.2417488,13.2,0.000
2025-07-24,10:27:14.000,51.1348407,-4.2417324,12.8,0.000
2025-07-24,10:27:19.000,51.1348371,-4.2417334,12.8,0.000
2025-07-24,10:27:24.000,51.1348540,-4.2418022,13.6,0.000
2025-07-24,10:27:29.000,51.1348428,-4.2418697,13.6,1.045
2025-07-24,10:27:34.000,51.1348323,-4.2419255,13.4,0.858
2025-07-24,10:27:39.000,51.1348220,-4.2419851,13.4,0.877
2025-07-24,10:27:44.000,51.1347903,-4.2419857,13.2,0.858
2025-07-24,10:27:49.000,51.1347775,-4.2419835,13.2,0.746
2025-07-24,10:27:54.000,51.1347775,-4.2419835,13.2,0.000
2025-07-24,10:27:59.000,51.1347775,-4.2419835,13.2,0.000
2025-07-24,10:28:04.000,51.1347775,-4.2419835,13.2,0.000
2025-07-24,10:28:09.000,51.1347788,-4.2420275,13.2,0.000
2025-07-24,10:28:14.000,51.1347894,-4.2420514,12.8,0.373
2025-07-24,10:28:19.000,51.1347918,-4.2420000,12.8,0.840
2025-07-24,10:28:24.000,51.1347809,-4.2419921,13.0,0.000
2025-07-24,10:28:29.000,51.1347775,-4.2419835,13.0,0.000
2025-07-24,10:28:34.000,51.1347911,-4.2420076,13.0,0.000
2025-07-24,10:28:39.000,51.1348070,-4.2420311,12.8,0.000
2025-07-24,10:28:44.000,51.1347935,-4.2420129,12.8,0.000
2025-07-24,10:28:49.000,51.1347764,-4.2420006,12.8,0.000
2025-07-24,10:28:54.000,51.1347775,-4.2419835,13.0,0.000
2025-07-24,10:28:59.000,51.1347677,-4.2419942,13.0,0.000
2025-07-24,10:29:04.000,51.1347775,-4.2419835,13.0,0.000
2025-07-24,10:29:09.000,51.1347775,-4.2419835,13.0,0.000
2025-07-24,10:29:14.000,51.1347775,-4.2419835,13.0,0.000
2025-07-24,10:29:19.000,51.1347775,-4.2419835,13.0,0.000
2025-07-24,10:29:24.000,51.1347687,-4.2420001,13.0,0.000
2025-07-24,10:29:29.000,51.1347609,-4.2420013,13.2,0.000
2025-07-24,10:29:34.000,51.1347687,-4.2420001,13.2,0.000
2025-07-24,10:29:39.000,51.1347687,-4.2420001,13.2,0.000
2025-07-24,10:29:44.000,51.1347687,-4.2420001,13.2,0.000
2025-07-24,10:29:49.000,51.1347687,-4.2420001,13.2,0.000
2025-07-24,10:29:54.000,51.1347687,-4.2420001,13.0,0.000
2025-07-24,10:29:59.000,51.1347687,-4.2420001,13.0,0.000
2025-07-24,10:30:04.000,51.1347778,-4.2420059,12.8,0.000
2025-07-24,10:30:09.000,51.1347773,-4.2420040,12.6,0.000
2025-07-24,10:30:14.000,51.1347692,-4.2419945,12.6,0.000
2025-07-24,10:30:19.000,51.1347687,-4.2420001,13.0,0.000
2025-07-24,10:30:24.000,51.1347687,-4.2420001,12.8,0.000
2025-07-24,10:30:29.000,51.1347653,-4.2419888,12.8,0.000
2025-07-24,10:30:34.000,51.1347768,-4.2419932,12.6,0.000
2025-07-24,10:30:39.000,51.1347822,-4.2420650,12.6,1.082
2025-07-24,10:30:44.000,51.1347899,-4.2421298,12.8,1.176
2025-07-24,10:30:49.000,51.1348257,-4.2422177,13.0,1.278
2025-07-24,10:30:54.000,51.1348562,-4.2422710,13.2,1.260
2025-07-24,10:30:59.000,51.1348880,-4.2423420,13.4,1.278
2025-07-24,10:31:04.000,51.1349253,-4.2424208,13.6,1.390
2025-07-24,10:31:09.000,51.1349546,-4.2424989,14.0,1.390
2025-07-24,10:31:14.000,51.1349749,-4.2425667,14.2,1.288
2025-07-24,10:31:19.000,51.1350010,-4.2426302,14.6,1.250
2025-07-24,10:31:24.000,51.1350280,-4.2427041,15.0,1.241
2025-07-24,10:31:29.000,51.1350585,-4.2427786,15.2,1.232
2025-07-24,10:31:34.000,51.1350890,-4.2428476,15.8,1.250
2025-07-24,10:31:39.000,51.1351236,-4.2429123,16.4,1.241
2025-07-24,10:31:44.000,51.1351526,-4.2429751,16.8,1.232
2025-07-24,10:31:49.000,51.1351799,-4.2430425,17.2,1.213
2025-07-24,10:31:54.000,51.1352028,-4.2431150,17.8,1.204
2025-07-24,10:31:59.000,51.1352313,-4.2431892,18.4,1.194
2025-07-24,10:32:04.000,51.1352625,-4.2432606,18.8,1.194
2025-07-24,10:32:09.000,51.1352920,-4.2433304,19.4,1.204
2025-07-24,10:32:14.000,51.1353159,-4.2434087,19.6,1.194
2025-07-24,10:32:19.000,51.1352984,-4.2434382,20.0,1.185
2025-07-24,10:32:24.000,51.1352970,-4.2434421,19.6,0.000
2025-07-24,10:32:29.000,51.1352970,-4.2434421,19.6,0.000
2025-07-24,10:32:34.000,51.1352970,-4.2434421,19.6,0.000
2025-07-24,10:32:39.000,51.1353182,-4.2434775,19.8,0.000
2025-07-24,10:32:44.000,51.1353473,-4.2435339,20.4,1.120
2025-07-24,10:32:49.000,51.1353733,-4.2435926,20.8,0.980
2025-07-24,10:32:54.000,51.1354028,-4.2436645,21.2,1.101
