date,time,lat,lon,ele,sog,cog
2018-09-12,10:23:13.000,50.5445581,-4.9259001,0.00,0.00,0.0
2018-09-12,10:23:18.000,50.5445404,-4.9258954,-1.21,0.51,202.8
2018-09-12,10:23:35.000,50.5445234,-4.9259431,0.30,0.00,0.0
2018-09-12,10:23:40.000,50.5444778,-4.9260183,2.13,1.64,226.0
2018-09-12,10:23:45.000,50.5444482,-4.9261360,2.43,1.85,254.0
2018-09-12,10:23:50.000,50.5444398,-4.9262692,0.91,1.97,258.8
2018-09-12,10:23:55.000,50.5444289,-4.9264178,0.00,2.06,258.6
2018-09-12,10:24:00.000,50.5444111,-4.9265578,-0.30,1.88,254.6
2018-09-12,10:24:05.000,50.5444210,-4.9266726,-1.52,1.64,285.8
2018-09-12,10:24:10.000,50.5444293,-4.9267883,-2.13,1.80,276.6
2018-09-12,10:24:15.000,50.5444458,-4.9269181,-3.35,2.02,290.2
2018-09-12,10:24:20.000,50.5444955,-4.9270805,-3.04,2.92,296.8
2018-09-12,10:24:29.000,50.5446503,-4.9274900,-3.96,0.00,0.0
2018-09-12,10:24:35.000,50.5447629,-4.9278088,-3.96,4.48,298.4
2018-09-12,10:24:43.000,50.5449393,-4.9282522,-4.57,4.52,303.6
2018-09-12,10:24:50.000,50.5450962,-4.9286698,-4.87,0.00,0.0
2018-09-12,10:24:55.000,50.5452116,-4.9289671,-4.87,4.94,304.2
2018-09-12,10:25:01.000,50.5453621,-4.9292937,-5.48,4.86,305.0
2018-09-12,10:25:06.000,50.5455044,-4.9295551,-6.40,4.81,306.8
2018-09-12,10:25:11.000,50.5456342,-4.9298197,-5.79,4.73,306.6
2018-09-12,10:25:16.000,50.5457635,-4.9300988,-5.79,4.89,304.0
2018-09-12,10:25:21.000,50.5458668,-4.9303884,-5.79,4.71,299.8
2018-09-12,10:25:26.000,50.5459455,-4.9306658,-6.09,4.23,291.6
2018-09-12,10:25:31.000,50.5460186,-4.9309377,-6.09,4.07,290.2
2018-09-12,10:25:36.000,50.5460918,-4.9312084,-6.09,4.01,289.0
2018-09-12,10:25:41.000,50.5461529,-4.9314806,-6.40,4.27,286.2
2018-09-12,10:25:46.000,50.5462099,-4.9317725,-6.70,4.37,288.0
2018-09-12,10:25:51.000,50.5462622,-4.9320678,-6.70,4.42,285.2
2018-09-12,10:25:56.000,50.5463120,-4.9323596,-6.70,4.24,284.6
2018-09-12,10:26:01.000,50.5463402,-4.9326475,-6.40,4.30,277.4
2018-09-12,10:26:06.000,50.5463371,-4.9329337,-6.70,3.93,264.8
2018-09-12,10:26:11.000,50.5462806,-4.9331820,-6.40,3.52,242.4
2018-09-12,10:26:16.000,50.5461978,-4.9333715,-7.01,3.09,231.6
2018-09-12,10:26:21.000,50.5461092,-4.9335521,-7.92,3.05,228.2
2018-09-12,10:26:26.000,50.5460268,-4.9336977,-8.22,2.68,232.2
2018-09-12,10:26:31.000,50.5459338,-4.9338338,-8.22,2.90,220.8
2018-09-12,10:26:36.000,50.5458272,-4.9339566,-8.53,3.13,212.4
2018-09-12,10:26:41.000,50.5457110,-4.9340666,-7.01,3.20,207.2
2018-09-12,10:26:46.000,50.5455821,-4.9341450,-6.40,3.03,201.4
2018-09-12,10:26:51.000,50.5454436,-4.9342120,-7.31,3.02,196.4
2018-09-12,10:26:56.000,50.5453072,-4.9342792,-8.22,3.06,198.2
2018-09-12,10:27:01.000,50.5451756,-4.9343500,-8.53,3.08,200.2
2018-09-12,10:27:06.000,50.5450453,-4.9344146,-8.53,3.02,197.0
2018-09-12,10:27:11.000,50.5449154,-4.9344777,-8.83,3.15,196.4
2018-09-12,10:27:16.000,50.5447847,-4.9345425,-9.44,2.98,196.8
2018-09-12,10:27:21.000,50.5446544,-4.9346011,-9.75,2.89,198.6
2018-09-12,10:27:26.000,50.5445218,-4.9346526,-9.75,2.96,190.6
2018-09-12,10:27:31.000,50.5443982,-4.9347061,-10.36,2.89,191.4
2018-09-12,10:27:36.000,50.5442780,-4.9347649,-9.75,2.81,199.0
2018-09-12,10:27:41.000,50.5441630,-4.9348378,-10.36,2.81,200.4
2018-09-12,10:27:46.000,50.5440360,-4.9349087,-10.66,2.93,197.0
2018-09-12,10:27:51.000,50.5439111,-4.9349689,-10.05,2.83,197.0
2018-09-12,10:27:56.000,50.5437825,-4.9350311,-9.44,3.00,196.0
2018-09-12,10:28:01.000,50.5436507,-4.9351028,-9.75,3.09,199.6
2018-09-12,10:28:06.000,50.5435239,-4.9351786,-10.66,2.82,202.4
2018-09-12,10:28:11.000,50.5434058,-4.9352499,-10.05,2.78,198.4
