date,time,lat,lon,ele,sog
2024-04-12,09:39:28.000,51.2101140,-3.4735421,9,0.000
2024-04-12,09:40:02.000,51.2101008,-3.4735162,10,0.000
2024-04-12,09:40:07.000,51.2101154,-3.4734565,9,0.767
2024-04-12,09:40:12.000,51.2101525,-3.4733872,9,0.903
2024-04-12,09:40:17.000,51.2101717,-3.4733232,10,0.861
2024-04-12,09:40:50.000,51.2101988,-3.4732835,10,0.000
2024-04-12,09:40:55.000,51.2102455,-3.4732888,10,0.669
2024-04-12,09:41:00.000,51.2103011,-3.4733034,10,1.153
2024-04-12,09:41:05.000,51.2103529,-3.4733175,10,1.150
2024-04-12,09:41:10.000,51.2104019,-3.4733460,10,1.092
2024-04-12,09:41:15.000,51.2104503,-3.4733664,11,1.047
2024-04-12,09:41:20.000,51.2105035,-3.4733858,11,1.000
2024-04-12,09:41:25.000,51.2105570,-3.4734023,11,1.025
2024-04-12,09:41:30.000,51.2106087,-3.4734104,11,1.083
2024-04-12,09:41:35.000,51.2106611,-3.4734255,11,1.094
2024-04-12,09:41:40.000,51.2107165,-3.4734556,11,1.117
2024-04-12,09:41:45.000,51.2107729,-3.4734816,11,1.147
2024-04-12,09:41:50.000,51.2108258,-3.4734971,11,1.147
2024-04-12,09:41:55.000,51.2108799,-3.4735188,11,1.144
2024-04-12,09:42:00.000,51.2109280,-3.4735449,11,1.125
2024-04-12,09:42:05.000,51.2109772,-3.4735778,11,1.108
2024-04-12,09:43:03.000,51.2110079,-3.4736193,11,0.000
2024-04-12,09:43:08.000,51.2110077,-3.4736576,11,0.000
2024-04-12,09:44:17.000,51.2110207,-3.4736347,11,0.000
2024-04-12,09:44:22.000,51.2110515,-3.4736286,11,0.000
2024-04-12,09:44:27.000,51.2111048,-3.4736447,11,1.219
2024-04-12,09:44:32.000,51.2111509,-3.4736540,11,1.222
2024-04-12,09:44:37.000,51.2111414,-3.4736378,11,0.442
2024-04-12,09:44:42.000,51.2110942,-3.4735956,11,1.078
2024-04-12,09:45:16.000,51.2110668,-3.4736079,11,0.000
2024-04-12,09:46:15.000,51.2110383,-3.4736297,11,0.000
2024-04-12,09:46:26.000,51.2110154,-3.4736090,11,0.000
2024-04-12,09:46:31.000,51.2110341,-3.4736265,11,0.547
2024-04-12,09:46:36.000,51.2110915,-3.4736599,10,1.206
2024-04-12,09:46:41.000,51.2111645,-3.4737079,10,1.306
2024-04-12,09:46:46.000,51.2112287,-3.4737423,10,1.342
