date,time,lat,lon,ele,sog
2024-04-14,09:42:22.000,51.2306479,-3.8309482,5,0.000
2024-04-14,09:42:27.000,51.2306692,-3.8309799,5,0.000
2024-04-14,09:42:32.000,51.2307065,-3.8310419,6,1.181
2024-04-14,09:42:37.000,51.2307568,-3.8311041,6,1.197
2024-04-14,09:42:42.000,51.2308152,-3.8311499,6,1.233
2024-04-14,09:42:47.000,51.2308778,-3.8311917,6,1.267
2024-04-14,09:42:52.000,51.2309453,-3.8312109,6,1.289
2024-04-14,09:42:57.000,51.2310042,-3.8312306,6,1.286
2024-04-14,09:43:02.000,51.2310655,-3.8312620,6,1.281
2024-04-14,09:43:07.000,51.2311461,-3.8312812,6,1.283
2024-04-14,09:43:12.000,51.2312080,-3.8312962,7,1.283
2024-04-14,09:43:17.000,51.2312573,-3.8313125,7,1.264
2024-04-14,09:43:22.000,51.2313127,-3.8313150,7,1.247
2024-04-14,09:43:27.000,51.2313677,-3.8313150,7,1.242
2024-04-14,09:43:32.000,51.2314243,-3.8313230,7,1.256
2024-04-14,09:43:37.000,51.2314854,-3.8313204,7,1.275
2024-04-14,09:43:42.000,51.2315476,-3.8313187,7,1.272
2024-04-14,09:43:47.000,51.2316151,-3.8313377,7,1.278
2024-04-14,09:43:52.000,51.2316821,-3.8313892,7,1.303
2024-04-14,09:43:57.000,51.2317254,-3.8314632,7,1.322
2024-04-14,09:44:02.000,51.2317325,-3.8315476,7,1.319
2024-04-14,09:44:07.000,51.2317284,-3.8316340,7,1.275
2024-04-14,09:44:12.000,51.2317320,-3.8317093,7,1.233
2024-04-14,09:44:17.000,51.2317244,-3.8317830,7,1.206
2024-04-14,09:44:22.000,51.2317146,-3.8318786,7,1.194
2024-04-14,09:44:27.000,51.2316965,-3.8319280,7,1.222
2024-04-14,09:44:32.000,51.2316730,-3.8319434,7,1.331
2024-04-14,09:44:37.000,51.2316436,-3.8319496,8,1.244
2024-04-14,09:44:42.000,51.2315867,-3.8319388,9,1.228
2024-04-14,09:44:47.000,51.2315444,-3.8319165,11,1.175
2024-04-14,09:44:52.000,51.2315171,-3.8318802,12,1.053
2024-04-14,09:44:57.000,51.2314765,-3.8318576,12,0.953
