date,time,lat,lon,ele,sog,cog
2017-09-14,14:46:21.600,50.1042929,-5.3903668,3.35,1.55,257.86
2017-09-14,14:46:26.600,50.1042792,-5.3904548,3.04,1.21,175.20
2017-09-14,14:46:31.600,50.1042217,-5.3904990,3.04,1.37,194.60
2017-09-14,14:46:36.600,50.1041672,-5.3905239,2.13,0.69,212.84
2017-09-14,14:46:41.600,50.1041121,-5.3905633,1.52,0.97,193.12
2017-09-14,14:46:46.600,50.1040509,-5.3905964,1.82,1.37,195.87
2017-09-14,14:46:51.600,50.1039958,-5.3906161,2.13,1.16,204.59
2017-09-14,14:46:56.600,50.1039348,-5.3906376,2.43,0.72,186.10
2017-09-14,14:47:01.600,50.1038878,-5.3906514,2.13,1.05,183.06
2017-09-14,14:47:09.200,50.1038554,-5.3906566,1.82,0.60,160.59
2017-09-14,14:47:14.200,50.1038246,-5.3906596,1.52,0.70,214.18
2017-09-14,14:47:19.200,50.1038201,-5.3907142,0.30,0.97,266.36
2017-09-14,14:47:24.200,50.1037911,-5.3907283,-0.60,1.53,211.10
2017-09-14,14:47:29.200,50.1037410,-5.3907446,-1.82,0.97,187.70
2017-09-14,14:47:34.200,50.1036967,-5.3907577,-2.74,1.18,187.03
2017-09-14,14:47:39.800,50.1036682,-5.3907706,-3.65,0.43,151.58
2017-09-14,14:48:45.000,50.1036831,-5.3908658,-4.26,1.39,293.20
2017-09-14,14:48:50.000,50.1036938,-5.3909578,-4.57,1.23,279.02
2017-09-14,14:48:55.000,50.1037067,-5.3910353,-4.26,0.52,288.32
2017-09-14,14:49:01.400,50.1037019,-5.3910879,-5.79,0.78,223.81
2017-09-14,14:49:06.400,50.1036660,-5.3910817,-6.70,0.94,199.07
2017-09-14,14:49:11.400,50.1036338,-5.3911273,-7.31,0.95,214.79
2017-09-14,14:49:16.400,50.1036089,-5.3911934,-7.92,1.09,228.54
2017-09-14,14:49:21.400,50.1035998,-5.3912552,-7.92,1.16,282.62
2017-09-14,14:49:26.400,50.1035968,-5.3913351,-7.62,1.02,258.83
2017-09-14,14:49:31.400,50.1036044,-5.3914197,-8.22,1.03,266.82
2017-09-14,14:49:36.400,50.1036072,-5.3915025,-8.53,1.14,266.20
2017-09-14,14:49:41.400,50.1036193,-5.3915808,-8.22,1.30,287.48
2017-09-14,14:49:46.400,50.1036317,-5.3916620,-8.53,1.00,295.54
2017-09-14,14:49:51.400,50.1036409,-5.3917409,-8.53,0.96,281.73
2017-09-14,14:49:56.400,50.1036442,-5.3917706,-8.83,0.37,104.90
2017-09-14,14:50:32.600,50.1036556,-5.3918342,-9.14,1.03,268.25
2017-09-14,14:50:37.600,50.1036642,-5.3919014,-9.14,0.82,279.73
2017-09-14,14:50:42.600,50.1036832,-5.3919717,-8.83,0.98,292.77
2017-09-14,14:50:47.600,50.1037081,-5.3920295,-8.53,0.92,289.12
2017-09-14,14:50:52.600,50.1037367,-5.3920863,-8.22,0.81,304.02
2017-09-14,14:50:57.600,50.1037688,-5.3921191,-7.62,0.74,345.69
2017-09-14,14:51:02.600,50.1038035,-5.3921052,-7.01,0.53,57.58
2017-09-14,14:51:07.600,50.1038395,-5.3920961,-6.70,1.03,13.32
2017-09-14,14:51:12.600,50.1038955,-5.3920687,-6.40,1.14,26.11
2017-09-14,14:51:17.600,50.1039418,-5.3920503,-5.79,1.10,9.24
2017-09-14,14:51:22.600,50.1039835,-5.3920471,-4.87,0.75,3.80
2017-09-14,14:51:27.600,50.1040019,-5.3920707,-4.57,0.87,264.88
2017-09-14,14:51:32.600,50.1040112,-5.3921058,-3.96,0.55,300.52
2017-09-14,14:51:37.600,50.1040392,-5.3921432,-3.04,1.12,327.23
