date,time,lat,lon,ele,sog,cog
2018-02-24,13:24:06.400,50.6409671,-1.9359237,14.93,1.11,65.95
2018-02-24,13:24:11.600,50.6409796,-1.9358237,13.71,1.77,70.68
2018-02-24,13:24:16.600,50.6409983,-1.9357167,13.10,1.44,63.63
2018-02-24,13:24:21.600,50.6410135,-1.9356135,13.41,1.41,86.75
2018-02-24,13:24:26.600,50.6410322,-1.9355167,14.32,1.04,80.09
2018-02-24,13:24:31.600,50.6410489,-1.9354105,14.93,1.23,73.81
2018-02-24,13:24:36.600,50.6410641,-1.9353031,15.24,1.27,87.49
2018-02-24,13:24:41.600,50.6410786,-1.9351962,15.54,1.22,71.81
2018-02-24,13:24:46.600,50.6410923,-1.9350953,15.54,1.65,97.88
2018-02-24,13:24:51.600,50.6410995,-1.9349932,14.93,1.47,75.20
2018-02-24,13:24:56.600,50.6411082,-1.9348919,15.24,1.45,73.25
2018-02-24,13:25:01.600,50.6411248,-1.9347936,14.93,1.55,83.09
2018-02-24,13:25:06.600,50.6411329,-1.9346953,14.63,1.53,78.20
2018-02-24,13:25:11.600,50.6411402,-1.9345984,14.63,1.18,81.22
2018-02-24,13:25:16.600,50.6411459,-1.9345035,14.63,1.54,87.13
2018-02-24,13:25:21.600,50.6411549,-1.9344053,14.93,1.55,89.93
2018-02-24,13:25:26.600,50.6411686,-1.9343060,14.93,1.77,67.98
2018-02-24,13:25:31.600,50.6411852,-1.9342085,15.54,1.30,69.48
2018-02-24,13:25:36.600,50.6411940,-1.9341091,15.54,1.38,91.01
2018-02-24,13:25:41.600,50.6412022,-1.9340111,15.84,1.23,84.38
2018-02-24,13:25:46.800,50.6412212,-1.9339028,15.54,1.34,71.41
2018-02-24,13:25:51.800,50.6412353,-1.9338031,16.15,1.78,93.88
2018-02-24,13:25:56.800,50.6412438,-1.9336985,16.15,1.06,72.39
2018-02-24,13:26:01.800,50.6412614,-1.9335994,17.06,1.43,74.30
2018-02-24,13:26:06.800,50.6412782,-1.9335078,17.67,1.00,79.38
2018-02-24,13:26:11.800,50.6412928,-1.9334183,18.59,1.73,82.30
2018-02-24,13:26:16.800,50.6413012,-1.9333248,19.20,1.36,87.53
2018-02-24,13:26:21.800,50.6413121,-1.9332252,19.81,1.71,79.45
2018-02-24,13:26:26.800,50.6413236,-1.9331234,20.11,1.16,74.80
2018-02-24,13:26:31.800,50.6413335,-1.9330209,20.42,1.70,87.73
2018-02-24,13:26:36.800,50.6413429,-1.9329207,20.72,1.39,75.05
2018-02-24,13:26:41.800,50.6413563,-1.9328125,21.03,1.20,71.98
2018-02-24,13:26:46.800,50.6413636,-1.9327106,21.03,1.58,88.21
2018-02-24,13:26:51.800,50.6413743,-1.9326081,21.33,1.81,82.44
2018-02-24,13:26:56.800,50.6413859,-1.9325078,21.64,1.08,83.17
2018-02-24,13:27:01.800,50.6413942,-1.9324088,21.33,1.45,86.05
2018-02-24,13:27:06.800,50.6414053,-1.9323095,20.72,1.52,83.89
2018-02-24,13:27:11.800,50.6414250,-1.9322022,20.42,1.79,68.70
2018-02-24,13:27:16.800,50.6414309,-1.9321044,20.42,1.36,70.55
2018-02-24,13:27:21.800,50.6414371,-1.9320030,20.42,1.23,79.01
2018-02-24,13:27:26.800,50.6414457,-1.9319035,20.11,1.56,88.08
2018-02-24,13:27:31.800,50.6414510,-1.9318008,19.50,1.64,80.19
2018-02-24,13:27:36.800,50.6414595,-1.9316964,19.20,1.67,77.84
2018-02-24,13:27:41.800,50.6414713,-1.9315948,18.89,1.31,82.81
2018-02-24,13:27:46.800,50.6414856,-1.9314906,18.59,1.40,63.97
2018-02-24,13:27:51.800,50.6414934,-1.9313899,17.98,1.23,79.73
2018-02-24,13:27:56.800,50.6415027,-1.9312929,17.06,1.21,87.38
2018-02-24,13:28:01.800,50.6415087,-1.9311936,16.15,1.79,78.27
2018-02-24,13:28:06.800,50.6415108,-1.9311006,15.24,1.51,85.93
2018-02-24,13:28:11.800,50.6415104,-1.9310029,14.93,1.17,96.46
2018-02-24,13:28:16.800,50.6415102,-1.9308989,14.63,1.24,100.85
2018-02-24,13:28:21.800,50.6415153,-1.9307985,14.32,1.72,86.28
2018-02-24,13:28:26.800,50.6415250,-1.9306967,14.32,1.21,74.65
2018-02-24,13:28:31.800,50.6415386,-1.9305920,14.02,1.45,88.26
2018-02-24,13:28:36.800,50.6415454,-1.9304848,14.02,1.32,76.88
2018-02-24,13:28:41.800,50.6415576,-1.9303818,14.02,1.68,81.66
2018-02-24,13:28:46.800,50.6415752,-1.9302788,14.02,1.50,84.63
2018-02-24,13:28:51.800,50.6415949,-1.9301778,14.02,0.93,69.68
2018-02-24,13:28:56.800,50.6416112,-1.9300746,14.32,1.66,84.27
2018-02-24,13:29:01.800,50.6416178,-1.9299750,14.02,1.23,81.23
2018-02-24,13:29:06.800,50.6416307,-1.9298865,14.32,1.19,79.28
2018-02-24,13:29:11.800,50.6416425,-1.9297802,14.32,1.79,83.19
2018-02-24,13:29:16.800,50.6416545,-1.9296681,14.02,1.56,81.48
2018-02-24,13:29:21.800,50.6416666,-1.9295681,13.71,1.32,74.53
2018-02-24,13:29:26.800,50.6416722,-1.9294684,14.02,1.12,84.95
2018-02-24,13:29:31.800,50.6416763,-1.9293651,14.02,1.54,89.13
2018-02-24,13:29:36.800,50.6416981,-1.9292511,13.71,1.51,65.90
2018-02-24,13:29:41.800,50.6417084,-1.9291544,14.32,1.50,76.04
2018-02-24,13:29:46.800,50.6417193,-1.9290324,14.63,1.34,85.46
2018-02-24,13:29:51.800,50.6417302,-1.9289205,14.93,2.01,87.47
2018-02-24,13:29:56.800,50.6417380,-1.9288084,15.54,1.16,94.72
2018-02-24,13:30:01.800,50.6417473,-1.9287083,15.84,1.43,82.33
2018-02-24,13:30:06.800,50.6417391,-1.9285981,16.45,1.69,102.31
2018-02-24,13:30:11.800,50.6417247,-1.9285079,16.45,1.21,108.46
2018-02-24,13:30:16.800,50.6416928,-1.9284235,16.15,1.49,123.58
2018-02-24,13:30:21.800,50.6416634,-1.9283302,16.15,1.39,122.19
2018-02-24,13:30:26.800,50.6416386,-1.9282361,15.84,1.32,105.66
2018-02-24,13:30:31.800,50.6416148,-1.9281375,15.84,1.25,89.60
2018-02-24,13:30:36.800,50.6416050,-1.9280431,15.84,1.08,92.41
2018-02-24,13:30:41.800,50.6415855,-1.9279411,15.84,1.74,95.81
2018-02-24,13:30:46.800,50.6415788,-1.9278401,15.54,1.44,91.44
2018-02-24,13:30:51.800,50.6415837,-1.9277369,15.24,1.40,67.29
2018-02-24,13:30:56.800,50.6415866,-1.9276439,15.24,1.55,89.98
2018-02-24,13:31:01.800,50.6415914,-1.9275617,15.24,1.54,99.85
2018-02-24,13:31:06.800,50.6415964,-1.9274609,14.93,1.66,72.55
2018-02-24,13:31:11.800,50.6416018,-1.9273785,14.63,0.78,103.48
2018-02-24,13:31:16.800,50.6416093,-1.9272944,14.32,1.16,77.20
2018-02-24,13:31:21.800,50.6416149,-1.9271984,14.02,1.50,85.30
2018-02-24,13:31:26.800,50.6416046,-1.9271024,13.71,1.11,106.58
2018-02-24,13:31:31.800,50.6416128,-1.9270000,13.10,0.91,88.31
2018-02-24,13:31:36.800,50.6416243,-1.9268861,13.10,0.82,62.11
2018-02-24,13:31:41.800,50.6416344,-1.9267808,13.71,0.68,52.01
