date,time,lat,lon,ele,sog,cog
2010-06-29,12:19:08.000,49.9741037,-5.2264669,65.29,0.25,338.17
2010-06-29,12:19:46.000,49.9740955,-5.2264669,69.21,0.23,238.58
2010-06-29,12:19:51.000,49.9741048,-5.2264065,69.14,0.89,90.00
2010-06-29,12:19:56.000,49.9741082,-5.2263456,69.77,0.88,66.81
2010-06-29,12:20:01.000,49.9741128,-5.2262941,70.06,0.84,77.43
2010-06-29,12:20:06.000,49.9741191,-5.2262428,70.78,1.30,44.78
2010-06-29,12:20:11.000,49.9741284,-5.2261774,71.66,0.91,81.43
2010-06-29,12:20:17.000,49.9741340,-5.2261505,71.61,0.58,96.42
2010-06-29,12:20:22.000,49.9741493,-5.2261128,72.08,0.42,71.34
2010-06-29,12:20:28.000,49.9741556,-5.2260975,72.36,0.28,72.72
2010-06-29,12:20:33.000,49.9741731,-5.2260445,72.92,1.18,63.92
2010-06-29,12:20:40.000,49.9741838,-5.2260129,72.16,0.87,67.87
2010-06-29,12:20:45.000,49.9742077,-5.2259567,72.43,1.06,51.23
2010-06-29,12:20:50.000,49.9742368,-5.2259033,72.65,0.97,37.50
2010-06-29,12:20:55.000,49.9742589,-5.2258524,72.75,0.74,84.87
2010-06-29,12:21:00.000,49.9742574,-5.2257893,71.74,1.05,78.68
2010-06-29,12:21:05.000,49.9742591,-5.2257200,70.87,1.09,79.39
2010-06-29,12:21:10.000,49.9742710,-5.2256477,70.56,1.11,52.23
2010-06-29,12:21:15.000,49.9743142,-5.2256099,70.92,0.99,32.33
2010-06-29,12:21:20.000,49.9743555,-5.2255712,71.10,1.18,23.56
2010-06-29,12:21:25.000,49.9744110,-5.2255485,70.88,1.20,13.05
2010-06-29,12:21:30.000,49.9744589,-5.2255138,70.77,1.24,24.49
2010-06-29,12:21:35.000,49.9745026,-5.2254722,70.70,1.17,27.77
2010-06-29,12:21:40.000,49.9745503,-5.2254388,70.25,1.31,15.17
