lat,lon
50.636817,-2.375146
50.636846,-2.375081
50.636799,-2.375119
50.636854,-2.375024
50.636809,-2.374998
50.636760,-2.375011
50.636717,-2.375043
50.636662,-2.375071
50.636617,-2.375086
50.636565,-2.375096
50.636520,-2.375107
50.636475,-2.375101
50.636425,-2.375110
50.636374,-2.375098
50.636315,-2.375105
50.636270,-2.375133
50.636212,-2.375126
50.636163,-2.375137
50.636115,-2.375140
50.636068,-2.375138
50.636013,-2.375147
50.635960,-2.375157
50.635906,-2.375170
50.635864,-2.375199
50.635816,-2.375215
50.635771,-2.375233
50.635725,-2.375216
50.635673,-2.375216
50.635625,-2.375215
50.635577,-2.375246
50.635530,-2.375280
50.635487,-2.375342
50.635432,-2.375369
50.635366,-2.375401
50.635310,-2.375424
50.635270,-2.375463
50.635222,-2.375505
50.635181,-2.375550
50.635135,-2.375546
50.635091,-2.375526
50.635050,-2.375569
50.635005,-2.375593
50.634950,-2.375611
50.634936,-2.375682
50.634930,-2.375765
50.634947,-2.375842
50.634955,-2.375912
50.634947,-2.375991
50.634923,-2.376055
50.634882,-2.376137
50.634841,-2.376176
50.634890,-2.376135
50.634941,-2.376131
50.635021,-2.376172
50.635062,-2.376204
50.635103,-2.376168
50.635132,-2.376112
50.635135,-2.376033
50.635175,-2.375959
50.635218,-2.375990
50.635263,-2.375957
50.635327,-2.375978
50.635332,-2.375852
50.635316,-2.375773
50.635354,-2.375722
50.635393,-2.375678
50.635441,-2.375650
50.635492,-2.375648
50.635555,-2.375635
50.635598,-2.375583
50.635613,-2.375498
50.635657,-2.375435
50.635705,-2.375350
50.635750,-2.375299
50.635794,-2.375279
50.635846,-2.375253
50.635900,-2.375226
50.635946,-2.375185
50.635989,-2.375164
50.636041,-2.375153
50.636088,-2.375174
50.636143,-2.375181
50.636192,-2.375178
50.636237,-2.375168
50.636282,-2.375169
50.636328,-2.375161
50.636373,-2.375132
50.636419,-2.375147
50.636468,-2.375128
50.636521,-2.375136
50.636567,-2.375132
50.636615,-2.375143
50.636661,-2.375142
50.636712,-2.375157
50.636765,-2.375155
50.636813,-2.375157
50.636861,-2.375133
50.636938,-2.375118
50.636984,-2.375115
50.637031,-2.375108
50.637083,-2.375134
50.637141,-2.375135
50.637198,-2.375137
50.637264,-2.375137
50.637321,-2.375112
50.637371,-2.375110
50.637417,-2.375109
50.637473,-2.375121
50.637525,-2.375116
50.637568,-2.375155
50.637589,-2.375218
50.637646,-2.375271
50.637691,-2.375307
50.637672,-2.375513
50.637717,-2.375344
50.637742,-2.375416
50.637768,-2.375475
50.637803,-2.375539
50.637830,-2.375596
50.637845,-2.375668
50.637875,-2.375736
50.637895,-2.375800
50.637929,-2.375851
50.637895,-2.375916
50.637860,-2.375973
50.637821,-2.376010
50.637773,-2.376039
50.637740,-2.376091
50.637724,-2.376161
50.637719,-2.376239
50.637714,-2.376315
50.637685,-2.376381
50.637672,-2.376452
50.637662,-2.376533
50.637667,-2.376604
50.637670,-2.376679
50.637667,-2.376758
50.637653,-2.376868
50.637619,-2.376922
50.637589,-2.376990
50.637585,-2.377064
50.637574,-2.377137
50.637568,-2.377210
50.637564,-2.377292
50.637550,-2.377363
50.637553,-2.377446
50.637550,-2.377520
50.637534,-2.377612
50.637512,-2.377684
50.637489,-2.377748
50.637477,-2.377828
50.637485,-2.377900
50.637498,-2.377981
50.637497,-2.378053
50.637505,-2.378133
50.637486,-2.378202
50.637467,-2.378275
50.637458,-2.378344
50.637458,-2.378448
50.637457,-2.378527
50.637476,-2.378604
50.637434,-2.378635
50.637430,-2.378723
50.637424,-2.378797
50.637419,-2.378881
50.637427,-2.378953
50.637429,-2.379024
50.637426,-2.379099
50.637435,-2.379184
50.637427,-2.379260
50.637433,-2.379332
50.637435,-2.379418
50.637439,-2.379499
50.637463,-2.379574
50.637479,-2.379643
50.637500,-2.379712
50.637530,-2.379784
50.637566,-2.379846
50.637590,-2.379911
50.637608,-2.379980
50.637627,-2.380053
50.637650,-2.380116
50.637674,-2.380177
50.637696,-2.380251
50.637720,-2.380319
50.637741,-2.380388
50.637764,-2.380453
50.637793,-2.380520
50.637824,-2.380584
50.637850,-2.380646
50.637875,-2.380707
50.637900,-2.380769
50.637926,-2.380835
50.637952,-2.380906
50.637981,-2.380962
50.638008,-2.381027
50.638044,-2.381088
50.638082,-2.381154
50.638110,-2.381222
50.638136,-2.381283
50.638178,-2.381323
50.638217,-2.381387
50.638229,-2.381463
50.638221,-2.381558
50.638193,-2.381616
50.638177,-2.381683
50.638151,-2.381763
50.638139,-2.381836
50.638124,-2.381903
50.638102,-2.381973
50.638095,-2.382046
50.638060,-2.382105
50.638032,-2.382172
50.638008,-2.382255
50.637995,-2.382331
50.637978,-2.382409
50.637972,-2.382481
50.638000,-2.382540
50.638038,-2.382605
50.638072,-2.382653
50.638057,-2.382730
50.638046,-2.382802
50.638047,-2.382890
50.638062,-2.382973
50.638054,-2.383044
50.638063,-2.383127
50.638076,-2.383199
50.638098,-2.383271
50.638127,-2.383336
50.638168,-2.383373
