date,time,lat,lon,ele,sog,cog
2019-08-08,07:53:00.400,50.5861344,-2.4710467,-7.01,0.46,207.08
2019-08-08,07:53:05.400,50.5861399,-2.4710674,-6.70,0.29,217.72
2019-08-08,07:55:20.800,50.5861873,-2.4709537,-4.26,0.99,151.04
2019-08-08,07:55:30.000,50.5861775,-2.4709165,-3.65,0.58,337.48
2019-08-08,07:55:36.600,50.5862021,-2.4709568,-3.35,0.64,288.77
2019-08-08,07:55:44.800,50.5862025,-2.4709148,-1.82,0.97,146.91
2019-08-08,07:55:49.800,50.5861544,-2.4708989,-1.82,0.87,174.99
2019-08-08,07:55:54.800,50.5861431,-2.4709403,-2.13,0.38,301.74
2019-08-08,07:56:04.000,50.5861448,-2.4709180,-2.43,0.29,100.48
2019-08-08,07:56:17.000,50.5861299,-2.4709377,-2.13,0.95,327.39
2019-08-08,07:56:22.000,50.5861691,-2.4709254,-1.21,0.87,25.61
2019-08-08,07:56:27.600,50.5861410,-2.4709077,-0.30,0.75,125.98
2019-08-08,07:56:32.600,50.5861206,-2.4709498,0.00,0.32,286.17
2019-08-08,07:56:41.200,50.5861118,-2.4709829,0.30,0.92,260.75
2019-08-08,07:56:46.200,50.5861130,-2.4710325,0.60,0.42,308.57
2019-08-08,07:56:51.200,50.5861016,-2.4711037,0.91,1.01,251.86
2019-08-08,07:56:57.000,50.5860729,-2.4711601,1.21,0.35,294.93
2019-08-08,07:57:03.000,50.5860332,-2.4712058,1.21,0.44,186.43
2019-08-08,07:57:08.800,50.5859688,-2.4712130,0.91,1.04,188.61
2019-08-08,07:57:13.800,50.5859047,-2.4712064,0.91,1.43,199.83
2019-08-08,07:57:19.400,50.5858546,-2.4712342,2.13,1.12,191.49
2019-08-08,07:57:24.600,50.5858085,-2.4712238,2.13,0.38,151.33
2019-08-08,07:57:30.200,50.5857348,-2.4712165,2.13,0.55,139.94
2019-08-08,07:57:36.000,50.5856636,-2.4711962,3.35,0.31,250.10
2019-08-08,07:57:41.000,50.5856030,-2.4711951,3.35,1.21,170.95
2019-08-08,07:57:46.000,50.5855319,-2.4711892,2.74,1.15,148.81
2019-08-08,07:57:51.400,50.5854850,-2.4711828,3.04,0.76,132.58
2019-08-08,07:57:56.400,50.5854753,-2.4711062,3.65,0.91,68.59
2019-08-08,07:58:01.400,50.5854788,-2.4710178,3.65,1.19,86.23
2019-08-08,07:58:06.400,50.5854736,-2.4709406,3.96,0.66,134.05
2019-08-08,07:58:11.400,50.5854744,-2.4708415,3.65,1.07,95.30
2019-08-08,07:58:18.200,50.5854502,-2.4707540,3.04,1.19,150.07
2019-08-08,07:58:23.200,50.5854078,-2.4706786,3.65,0.41,103.82
2019-08-08,07:58:28.200,50.5853969,-2.4705917,3.65,1.72,99.19
2019-08-08,07:58:33.200,50.5853934,-2.4705062,3.65,1.23,99.45
2019-08-08,07:58:38.200,50.5853910,-2.4704069,3.04,1.72,96.11
2019-08-08,07:58:43.200,50.5853790,-2.4703269,2.74,1.15,111.29
2019-08-08,07:58:48.200,50.5853428,-2.4702953,2.43,0.97,167.64
2019-08-08,07:58:53.800,50.5852953,-2.4703032,2.43,0.39,255.84
2019-08-08,07:58:58.800,50.5852536,-2.4703394,1.82,0.59,189.03
2019-08-08,07:59:03.800,50.5852002,-2.4703659,1.52,1.00,200.27
2019-08-08,07:59:08.800,50.5851623,-2.4703833,1.21,0.33,213.12
2019-08-08,07:59:19.000,50.5851324,-2.4704182,1.21,1.73,196.30
2019-08-08,07:59:24.200,50.5850897,-2.4704521,1.82,1.25,212.41
2019-08-08,07:59:29.400,50.5850529,-2.4704841,1.52,0.30,210.19
2019-08-08,07:59:34.400,50.5850166,-2.4704947,1.21,1.37,175.22
2019-08-08,07:59:39.600,50.5849813,-2.4705002,0.91,1.26,163.19
2019-08-08,07:59:48.200,50.5849503,-2.4704943,0.91,0.71,174.72
2019-08-08,07:59:54.600,50.5849338,-2.4704568,0.60,0.34,33.90
2019-08-08,08:00:13.600,50.5849304,-2.4704532,1.21,0.40,185.40
2019-08-08,08:00:31.000,50.5849212,-2.4704543,1.82,0.57,133.55
2019-08-08,08:01:20.600,50.5849511,-2.4704460,1.21,0.32,13.85
2019-08-08,08:06:33.800,50.5849650,-2.4704375,0.30,0.83,107.45
2019-08-08,08:06:56.200,50.5849472,-2.4704410,0.60,0.28,207.54
2019-08-08,08:07:03.800,50.5849136,-2.4704384,0.60,0.44,186.24
2019-08-08,08:07:09.201,50.5848792,-2.4704338,0.60,1.10,150.32
2019-08-08,08:07:15.200,50.5848483,-2.4704285,0.60,1.11,215.12
2019-08-08,08:07:28.400,50.5848311,-2.4704309,0.60,0.32,230.23
2019-08-08,08:07:46.400,50.5848005,-2.4703973,0.30,0.86,125.19
2019-08-08,08:07:52.200,50.5847624,-2.4703523,0.30,0.63,153.24
2019-08-08,08:07:57.200,50.5847302,-2.4703231,0.00,0.87,139.44
2019-08-08,08:08:02.200,50.5846895,-2.4703093,-0.30,1.29,171.22
2019-08-08,08:08:07.200,50.5846422,-2.4702607,-0.91,0.95,114.69
2019-08-08,08:08:12.200,50.5845998,-2.4702068,-1.21,1.30,126.11
2019-08-08,08:08:17.200,50.5845567,-2.4701738,-0.91,1.05,152.35
2019-08-08,08:08:22.200,50.5845108,-2.4701617,0.00,0.64,166.27
2019-08-08,08:08:27.200,50.5844711,-2.4701496,0.00,0.74,140.94
2019-08-08,08:08:32.200,50.5844240,-2.4701395,0.00,0.87,158.06
2019-08-08,08:08:37.200,50.5843829,-2.4701350,0.00,0.58,171.87
2019-08-08,08:08:42.200,50.5843569,-2.4701378,0.00,0.80,161.36
2019-08-08,08:08:47.200,50.5843205,-2.4701047,-0.60,1.34,166.04
2019-08-08,08:08:52.200,50.5842743,-2.4700517,-1.52,1.40,140.05
2019-08-08,08:08:57.200,50.5842367,-2.4700005,-1.82,0.93,116.67
2019-08-08,08:09:02.200,50.5842141,-2.4699501,-1.82,1.47,132.12
2019-08-08,08:09:07.200,50.5841652,-2.4699018,-1.52,1.16,158.96
2019-08-08,08:09:12.200,50.5840948,-2.4698797,-0.60,1.71,179.62
2019-08-08,08:09:17.200,50.5840370,-2.4698332,-0.60,1.83,179.33
2019-08-08,08:09:22.200,50.5839848,-2.4697719,-0.91,1.46,161.97
2019-08-08,08:09:27.200,50.5839433,-2.4696912,-1.52,1.77,126.80
2019-08-08,08:09:32.200,50.5838835,-2.4696275,-1.21,1.36,150.82
2019-08-08,08:09:37.200,50.5838079,-2.4695950,-0.30,2.08,173.77
2019-08-08,08:09:42.200,50.5837450,-2.4695454,-0.91,1.93,161.88
2019-08-08,08:09:47.200,50.5836974,-2.4694747,-1.52,1.65,141.34
2019-08-08,08:09:52.200,50.5836537,-2.4694104,-2.13,2.48,149.10
2019-08-08,08:09:57.200,50.5835984,-2.4693618,-2.13,0.99,154.62
2019-08-08,08:10:02.200,50.5835518,-2.4693264,-1.52,1.39,139.22
2019-08-08,08:10:07.200,50.5835065,-2.4692576,-1.82,1.69,147.13
2019-08-08,08:10:12.400,50.5834778,-2.4691902,-2.43,0.90,98.99
2019-08-08,08:10:17.600,50.5834951,-2.4691671,-2.13,1.17,15.78
2019-08-08,08:10:22.600,50.5835348,-2.4691934,-2.74,1.16,284.87
2019-08-08,08:10:27.600,50.5835814,-2.4692550,-3.04,2.19,322.04
2019-08-08,08:10:32.600,50.5836374,-2.4693094,-3.35,1.56,327.67
2019-08-08,08:10:37.600,50.5837110,-2.4693570,-3.04,1.40,329.96
2019-08-08,08:10:42.600,50.5837802,-2.4694081,-3.35,0.69,291.17
2019-08-08,08:10:47.600,50.5838055,-2.4694669,-2.43,1.22,256.67
2019-08-08,08:10:52.800,50.5837669,-2.4694846,-2.43,0.70,152.88
2019-08-08,08:10:57.800,50.5837006,-2.4694512,-2.43,1.79,182.20
2019-08-08,08:11:02.800,50.5836482,-2.4693754,-2.43,1.19,133.91
2019-08-08,08:11:07.800,50.5836058,-2.4692917,-1.82,1.34,131.04
2019-08-08,08:11:12.800,50.5835410,-2.4692204,-1.52,1.32,153.00
2019-08-08,08:11:17.800,50.5834660,-2.4691802,-0.91,1.69,180.65
2019-08-08,08:11:22.800,50.5834087,-2.4691332,-0.60,1.17,170.92
2019-08-08,08:11:27.800,50.5833648,-2.4690746,-0.91,1.13,152.99
2019-08-08,08:11:32.800,50.5833166,-2.4690427,-0.60,1.02,213.79
2019-08-08,08:11:38.200,50.5832862,-2.4690117,-0.60,0.39,156.77
2019-08-08,08:11:43.600,50.5832568,-2.4689772,-0.60,0.78,144.77
2019-08-08,08:11:48.800,50.5832344,-2.4689289,-1.21,0.73,118.25
