date,time,lat,lon,ele
2021-10-16,11:44:34.000,50.6216482,-2.1682549,30
2021-10-16,11:44:39.000,50.6216662,-2.1683325,30
2021-10-16,11:44:44.000,50.6216323,-2.1683636,30
2021-10-16,11:44:49.000,50.6215630,-2.1683427,30
2021-10-16,11:44:54.000,50.6215036,-2.1683353,30
2021-10-16,11:44:59.000,50.6214647,-2.1683448,30
2021-10-16,11:45:04.000,50.6214325,-2.1683721,30
2021-10-16,11:45:09.000,50.6213589,-2.1683933,30
2021-10-16,11:45:14.000,50.6212923,-2.1684027,29
2021-10-16,11:45:19.000,50.6212412,-2.1683972,29
2021-10-16,11:45:24.000,50.6211962,-2.1683906,29
2021-10-16,11:45:29.000,50.6211484,-2.1683880,28
2021-10-16,11:45:34.000,50.6210967,-2.1683765,28
2021-10-16,11:45:39.000,50.6210367,-2.1683577,27
2021-10-16,11:45:44.000,50.6209650,-2.1683483,26
2021-10-16,11:45:49.000,50.6209093,-2.1683449,26
2021-10-16,11:45:54.000,50.6208609,-2.1683403,26
2021-10-16,11:45:59.000,50.6208133,-2.1683381,26
2021-10-16,11:46:04.000,50.6207587,-2.1683437,26
2021-10-16,11:46:09.000,50.6206991,-2.1683342,25
2021-10-16,11:46:14.000,50.6206283,-2.1683002,25
2021-10-16,11:46:19.000,50.6205339,-2.1682519,25
2021-10-16,11:46:24.000,50.6204962,-2.1681822,26
2021-10-16,11:46:29.000,50.6205002,-2.1681084,26
2021-10-16,11:46:34.000,50.6204996,-2.1680314,26
2021-10-16,11:46:39.000,50.6205214,-2.1679460,26
2021-10-16,11:46:44.000,50.6205494,-2.1678779,27
2021-10-16,11:46:49.000,50.6205793,-2.1678087,27
2021-10-16,11:48:30.000,50.6205793,-2.1677929,27
2021-10-16,11:50:21.000,50.6205474,-2.1677922,27
2021-10-16,11:50:26.000,50.6205364,-2.1678394,27
2021-10-16,11:50:31.000,50.6205248,-2.1679007,27
2021-10-16,11:50:36.000,50.6205000,-2.1679322,27
2021-10-16,11:50:41.000,50.6204832,-2.1679900,27
2021-10-16,11:50:46.000,50.6204730,-2.1680631,26
2021-10-16,11:50:51.000,50.6204641,-2.1681291,26
2021-10-16,11:50:56.000,50.6204270,-2.1681797,26
2021-10-16,11:51:01.000,50.6203810,-2.1681822,26
2021-10-16,11:52:14.000,50.6203377,-2.1681453,28
2021-10-16,11:52:19.000,50.6202960,-2.1681377,28
2021-10-16,11:52:24.000,50.6202647,-2.1681049,28
2021-10-16,11:52:29.000,50.6202374,-2.1680546,29
2021-10-16,11:52:34.000,50.6202086,-2.1679997,29
2021-10-16,11:52:39.000,50.6201772,-2.1679647,30
2021-10-16,11:52:44.000,50.6201452,-2.1679220,30
2021-10-16,11:52:49.000,50.6201085,-2.1678664,31
2021-10-16,11:52:54.000,50.6200741,-2.1678208,31
2021-10-16,11:52:59.000,50.6200396,-2.1677727,32
2021-10-16,11:53:04.000,50.6200051,-2.1677263,33
2021-10-16,11:53:09.000,50.6199699,-2.1676797,33
2021-10-16,11:53:14.000,50.6199338,-2.1676256,34
2021-10-16,11:53:19.000,50.6198996,-2.1675809,34
2021-10-16,11:53:24.000,50.6198645,-2.1675351,35
2021-10-16,11:53:29.000,50.6198289,-2.1674903,36
2021-10-16,11:53:34.000,50.6197930,-2.1674252,36
2021-10-16,11:53:39.000,50.6197592,-2.1673688,37
2021-10-16,11:53:44.000,50.6197267,-2.1673184,38
2021-10-16,11:53:49.000,50.6196962,-2.1672642,38
2021-10-16,11:53:54.000,50.6196628,-2.1672057,39
2021-10-16,11:53:59.000,50.6196322,-2.1671547,40
2021-10-16,11:54:04.000,50.6196033,-2.1671014,41
2021-10-16,11:54:09.000,50.6195713,-2.1670508,42
2021-10-16,11:54:14.000,50.6195349,-2.1670070,43
2021-10-16,11:54:19.000,50.6194971,-2.1669542,44
2021-10-16,11:54:24.000,50.6194656,-2.1669016,44
2021-10-16,11:54:29.000,50.6194298,-2.1668535,45
2021-10-16,11:54:34.000,50.6194009,-2.1667992,46
2021-10-16,11:54:39.000,50.6193723,-2.1667484,47
2021-10-16,11:54:44.000,50.6193426,-2.1666880,47
2021-10-16,11:54:49.000,50.6193128,-2.1666325,48
2021-10-16,11:54:54.000,50.6192867,-2.1665652,49
2021-10-16,11:54:59.000,50.6192648,-2.1664977,49
2021-10-16,11:55:04.000,50.6192397,-2.1664312,50
2021-10-16,11:55:09.000,50.6192130,-2.1663582,51
2021-10-16,11:55:14.000,50.6191822,-2.1662898,51
2021-10-16,11:55:19.000,50.6191548,-2.1662175,52
2021-10-16,11:55:47.000,50.6191192,-2.1661460,54
2021-10-16,11:55:52.000,50.6190972,-2.1660915,54
2021-10-16,11:55:57.000,50.6190696,-2.1660242,54
2021-10-16,11:56:02.000,50.6190410,-2.1659621,55
2021-10-16,11:56:07.000,50.6190052,-2.1659020,55
2021-10-16,11:56:12.000,50.6189745,-2.1658431,56
2021-10-16,11:56:17.000,50.6189522,-2.1657845,57
2021-10-16,11:56:22.000,50.6189336,-2.1657209,58
2021-10-16,11:56:27.000,50.6189165,-2.1656542,58
2021-10-16,11:56:32.000,50.6188950,-2.1655854,59
2021-10-16,11:56:37.000,50.6188676,-2.1655215,59
2021-10-16,11:56:42.000,50.6188395,-2.1654741,60
