lat,lon
50.621718,-2.168298
50.621766,-2.168315
50.621732,-2.168381
50.621704,-2.168444
50.621653,-2.168464
50.621610,-2.168412
50.621568,-2.168359
50.621524,-2.168332
50.621472,-2.168304
50.621427,-2.168262
50.621385,-2.168222
50.621350,-2.168176
50.621307,-2.168121
50.621266,-2.168088
50.621209,-2.168095
50.621173,-2.168034
50.621129,-2.167985
50.621179,-2.167969
50.621129,-2.167922
50.621100,-2.167859
50.621025,-2.167762
50.620934,-2.167672
50.620885,-2.167625
50.620848,-2.167573
50.620870,-2.167502
50.620909,-2.167443
50.620904,-2.167521
50.620884,-2.167604
50.620851,-2.167665
50.620842,-2.167735
50.620822,-2.167800
50.620615,-2.167796
50.620586,-2.167724
50.620567,-2.167800
50.620607,-2.167844
50.620620,-2.167773
50.620615,-2.167845
50.620635,-2.167910
50.620639,-2.167988
50.620617,-2.168059
50.620593,-2.168124
50.620538,-2.168154
50.620484,-2.168153
50.620438,-2.168166
50.620406,-2.168113
50.620358,-2.168080
50.620304,-2.168064
50.620276,-2.168005
50.620248,-2.167947
50.620234,-2.167879
50.620195,-2.167823
50.620156,-2.167777
50.620122,-2.167718
50.620088,-2.167658
50.620060,-2.167599
50.620024,-2.167548
50.619992,-2.167488
50.619953,-2.167428
50.619914,-2.167389
50.619866,-2.167344
50.619825,-2.167313
50.619793,-2.167260
50.619765,-2.167199
50.619737,-2.167136
50.619710,-2.167078
50.619679,-2.167014
50.619657,-2.166952
50.619623,-2.166858
50.619590,-2.166788
50.619559,-2.166733
50.619513,-2.166681
50.619475,-2.166626
50.619443,-2.166559
50.619415,-2.166475
50.619390,-2.166405
50.619353,-2.166321
50.619324,-2.166263
50.619292,-2.166199
50.619252,-2.166146
50.619218,-2.166094
50.619183,-2.166031
50.619143,-2.165967
50.619163,-2.165893
50.619139,-2.165826
50.619101,-2.165779
50.619065,-2.165701
50.619034,-2.165624
50.619015,-2.165544
50.619008,-2.165474
50.618983,-2.165387
50.618970,-2.165311
50.618942,-2.165229
50.618901,-2.165195
50.618862,-2.165251
50.618862,-2.165347
50.618850,-2.165437
50.618821,-2.165531
50.618798,-2.165597
50.618773,-2.165664
50.618744,-2.165729
50.618714,-2.165792
50.618676,-2.165840
50.618630,-2.165921
50.618594,-2.166006
50.618572,-2.166079
50.618540,-2.166173
50.618505,-2.166242
50.618469,-2.166312
50.618432,-2.166361
50.618400,-2.166412
50.618375,-2.166486
50.618342,-2.166536
50.618292,-2.166581
50.618249,-2.166607
50.618200,-2.166626
50.618155,-2.166669
50.618151,-2.166746
50.618126,-2.166815
50.618093,-2.166894
50.618057,-2.166945
50.618015,-2.167006
50.617985,-2.167075
50.617979,-2.167148
50.617976,-2.167226
50.617955,-2.167294
50.617919,-2.167356
50.617886,-2.167410
50.617846,-2.167468
50.617810,-2.167540
50.617790,-2.167620
50.617760,-2.167681
50.617734,-2.167744
50.617710,-2.167823
50.617694,-2.167892
50.617682,-2.167967
50.617674,-2.168039
50.617656,-2.168113
50.617630,-2.168178
50.617598,-2.168235
50.617558,-2.168281
50.617510,-2.168320
50.617468,-2.168342
50.617411,-2.168333
50.617405,-2.168256
50.617389,-2.168153
50.617373,-2.168075
50.617340,-2.167973
50.617325,-2.167901
50.617318,-2.167824
50.617314,-2.167748
50.617314,-2.167672
50.617320,-2.167577
50.617324,-2.167502
50.617321,-2.167418
50.617284,-2.167492
50.617283,-2.167574
50.617280,-2.167652
50.617256,-2.167558
50.617236,-2.167480
50.617205,-2.167415
50.617174,-2.167362
50.617133,-2.167281
50.617106,-2.167206
50.617092,-2.167116
50.617080,-2.167046
50.617073,-2.166963
50.617060,-2.166894
50.617020,-2.166822
50.616998,-2.166757
50.616995,-2.166685
50.616984,-2.166593
50.616956,-2.166515
50.616932,-2.166436
50.616901,-2.166332
50.616875,-2.166250
50.616849,-2.166179
50.616820,-2.166107
50.616785,-2.166041
50.616758,-2.165961
50.616765,-2.165888
50.616720,-2.165898
50.616670,-2.165906
50.616623,-2.165932
50.616578,-2.165922
50.616521,-2.165900
50.616477,-2.165844
50.616482,-2.165770
50.616491,-2.165665
50.616510,-2.165568
50.616528,-2.165495
50.616536,-2.165408
50.616544,-2.165331
50.616557,-2.165240
50.616577,-2.165164
50.616606,-2.165087
50.616615,-2.165008
50.616620,-2.164928
50.616629,-2.164840
50.616648,-2.164745
50.616676,-2.164686
50.616709,-2.164602
50.616731,-2.164539
50.616744,-2.164454
50.616757,-2.164386
50.616778,-2.164303
50.616798,-2.164235
50.616830,-2.164148
50.616863,-2.164080
50.616881,-2.164012
50.616907,-2.163936
50.616931,-2.163852
50.616945,-2.163778
50.616959,-2.163690
50.616978,-2.163605
50.616975,-2.163525
50.616980,-2.163437
50.616988,-2.163351
50.616996,-2.163271
50.616993,-2.163191
50.616989,-2.163110
50.616985,-2.163032
50.616986,-2.162956
50.616994,-2.162873
50.617004,-2.162800
50.617001,-2.162696
50.617014,-2.162585
50.617040,-2.162512
50.617044,-2.162439
50.617042,-2.162361
50.617051,-2.162279
50.617061,-2.162209
50.617070,-2.162136
50.617083,-2.162064
50.617099,-2.161978
50.617110,-2.161901
50.617129,-2.161811
50.617147,-2.161734
50.617172,-2.161658
50.617196,-2.161583
50.617207,-2.161508
50.617210,-2.161424
50.617199,-2.161353
50.617205,-2.161267
50.617213,-2.161180
50.617218,-2.161071
50.617223,-2.160978
50.617225,-2.160890
50.617228,-2.160806
50.617230,-2.160735
50.617233,-2.160662
50.617235,-2.160578
50.617228,-2.160493
50.617218,-2.160418
50.617201,-2.160484
50.617151,-2.160517
50.617135,-2.160444
50.617160,-2.160369
50.617193,-2.160312
50.617218,-2.160244
50.617234,-2.160169
50.617248,-2.160095
50.617256,-2.160003
50.617258,-2.159923
50.617266,-2.159845
50.617281,-2.159761
50.617295,-2.159684
50.617310,-2.159601
50.617321,-2.159529
50.617323,-2.159456
50.617326,-2.159386
50.617326,-2.159310
50.617333,-2.159204
50.617343,-2.159129
50.617355,-2.159049
50.617373,-2.158983
50.617385,-2.158908
50.617398,-2.158833
50.617407,-2.158762
50.617425,-2.158678
50.617449,-2.158588
50.617474,-2.158523
50.617502,-2.158455
50.617528,-2.158374
50.617555,-2.158300
50.617588,-2.158246
50.617588,-2.158153
50.617597,-2.158073
50.617599,-2.157986
50.617605,-2.157904
50.617618,-2.157817
50.617627,-2.157734
50.617631,-2.157646
50.617630,-2.157564
50.617630,-2.157478
50.617630,-2.157400
50.617622,-2.157318
50.617610,-2.157236
50.617601,-2.157157
50.617600,-2.157074
50.617597,-2.156984
50.617609,-2.156898
50.617604,-2.156790
50.617601,-2.156718
50.617582,-2.156620
50.617562,-2.156554
50.617553,-2.156470
50.617541,-2.156391
50.617526,-2.156313
50.617508,-2.156241
50.617482,-2.156165
50.617448,-2.156110
50.617412,-2.156046
50.617384,-2.155988
50.617347,-2.155936
50.617328,-2.155857
50.617308,-2.155782
50.617270,-2.155742
50.617223,-2.155674
50.617193,-2.155617
50.617155,-2.155571
50.617103,-2.155528
50.617047,-2.155502
50.616987,-2.155444
50.616946,-2.155392
50.616898,-2.155343
50.616856,-2.155303
50.616814,-2.155253
50.616777,-2.155187
50.616739,-2.155141
50.616690,-2.155157
50.616636,-2.155144
50.616591,-2.155111
50.616554,-2.155053
50.616544,-2.154980
50.616510,-2.154889
50.616478,-2.154800
50.616457,-2.154714
50.616439,-2.154627
50.616431,-2.154556
50.616408,-2.154483
50.616379,-2.154412
50.616367,-2.154334
50.616356,-2.154244
50.616332,-2.154129
