lat,lon
50.7221583,-2.8224232
50.7222126,-2.8223891
50.7222704,-2.8224083
50.7223163,-2.8224595
50.7223667,-2.8224930
50.7224217,-2.8225068
50.7224731,-2.8225349
50.7225214,-2.8225849
50.7225666,-2.8226336
50.7225960,-2.8226875
50.7226206,-2.8227475
50.7226482,-2.8228195
50.7226366,-2.8229025
50.7225914,-2.8229382
50.7225514,-2.8229712
50.7225054,-2.8229947
50.7224564,-2.8230102
50.7224135,-2.8230679
50.7223764,-2.8231234
50.7223376,-2.8231728
50.7222921,-2.8232163
50.7222799,-2.8233041
50.7222805,-2.8233792
50.7223050,-2.8234484
50.7223244,-2.8235153
50.7223224,-2.8235876
50.7223717,-2.8236137
50.7223277,-2.8235389
50.7222865,-2.8235052
50.7223319,-2.8235182
50.7222803,-2.8235336
50.7222305,-2.8235343
50.7221953,-2.8234899
50.7222267,-2.8234235
50.7222670,-2.8233379
50.7223087,-2.8232732
50.7223584,-2.8232279
50.7224074,-2.8232153
50.7224561,-2.8231846
50.7224949,-2.8231410
50.7225361,-2.8231078
50.7225963,-2.8230754
50.7226441,-2.8230235
50.7226866,-2.8229814
50.7227528,-2.8229610
50.7228068,-2.8229314
50.7228556,-2.8228744
50.7229046,-2.8228118
50.7229456,-2.8227700
50.7229955,-2.8227388
50.7230456,-2.8226862
50.7230877,-2.8226258
50.7231197,-2.8225748
50.7231597,-2.8225296
50.7231963,-2.8224700
50.7232476,-2.8224718
50.7232645,-2.8224045
50.7233165,-2.8223704
50.7233792,-2.8223907
50.7234256,-2.8224369
50.7234638,-2.8224785
50.7235006,-2.8225647
50.7235268,-2.8226339
50.7235747,-2.8226663
50.7236222,-2.8227133
50.7236631,-2.8227683
50.7237067,-2.8228172
50.7237493,-2.8228756
50.7237992,-2.8228950
50.7238553,-2.8228995
50.7238968,-2.8229396
50.7239310,-2.8230005
50.7239304,-2.8230865
50.7239459,-2.8231593
50.7239562,-2.8232524
50.7239719,-2.8233410
50.7240047,-2.8234115
50.7240614,-2.8234160
50.7241189,-2.8234720
50.7241626,-2.8235279
50.7242029,-2.8235777
50.7242528,-2.8236109
50.7242833,-2.8236733
50.7242991,-2.8237850
50.7243059,-2.8238586
50.7243136,-2.8239368
50.7243248,-2.8240207
50.7243424,-2.8241119
50.7243589,-2.8241906
50.7243790,-2.8242738
50.7243985,-2.8243637
50.7244095,-2.8244501
50.7244111,-2.8245227
50.7244145,-2.8246021
50.7244297,-2.8246902
50.7244488,-2.8247768
50.7244661,-2.8248512
50.7244767,-2.8249462
50.7244808,-2.8250279
50.7244790,-2.8251206
50.7244719,-2.8251944
50.7244719,-2.8252658
50.7244719,-2.8253389
50.7244700,-2.8254258
50.7244687,-2.8255083
50.7244772,-2.8256007
50.7244855,-2.8256822
50.7244927,-2.8257576
50.7244998,-2.8258433
50.7245017,-2.8259277
50.7245080,-2.8260070
50.7245145,-2.8260952
50.7245213,-2.8261827
50.7245253,-2.8262615
50.7245315,-2.8263332
50.7245387,-2.8264230
50.7245612,-2.8265244
50.7245747,-2.8266014
50.7245938,-2.8266839
50.7246142,-2.8267719
50.7246346,-2.8268403
50.7246611,-2.8269139
50.7246776,-2.8269859
50.7246985,-2.8270706
50.7247248,-2.8271309
50.7247621,-2.8271774
50.7247771,-2.8272465
50.7247710,-2.8273333
50.7247537,-2.8274029
50.7247420,-2.8274717
50.7247554,-2.8275617
50.7247696,-2.8276493
50.7247570,-2.8277248
50.7247297,-2.8278023
50.7246827,-2.8278276
50.7246386,-2.8278791
50.7246119,-2.8279446
50.7245966,-2.8280241
50.7245756,-2.8281144
50.7245512,-2.8281794
50.7245223,-2.8282510
50.7244966,-2.8283291
50.7244998,-2.8284036
50.7244953,-2.8284769
50.7245204,-2.8285448
50.7245501,-2.8286002
50.7245805,-2.8286792
50.7246191,-2.8287655
50.7246516,-2.8288178
50.7246929,-2.8288739
50.7247195,-2.8289413
50.7247317,-2.8290121
50.7247602,-2.8290723
50.7247905,-2.8291376
50.7248274,-2.8291953
50.7248582,-2.8292609
50.7248958,-2.8293154
50.7249249,-2.8293868
50.7249015,-2.8294572
50.7249082,-2.8295360
50.7249566,-2.8295730
50.7250080,-2.8295751
50.7250313,-2.8296548
50.7250479,-2.8297333
50.7250634,-2.8298133
50.7250666,-2.8298908
50.7250858,-2.8299757
50.7251192,-2.8300448
50.7251500,-2.8300997
50.7251866,-2.8301521
50.7252314,-2.8301869
50.7252720,-2.8302298
50.7253130,-2.8302968
50.7253430,-2.8303621
50.7253758,-2.8304155
50.7254152,-2.8304703
50.7254380,-2.8305466
50.7254760,-2.8305915
50.7255221,-2.8306277
50.7255354,-2.8307158
50.7255339,-2.8308018
50.7255207,-2.8308833
50.7255044,-2.8309698
50.7255112,-2.8310445
50.7255147,-2.8311338
50.7255466,-2.8311884
50.7255766,-2.8312428
50.7256115,-2.8313012
50.7256312,-2.8313894
50.7256544,-2.8314529
