date,time,lat,lon,ele,sog,cog
2019-09-12,10:39:58.600,50.2890313,-3.8999567,13.41,0.33,197.41
2019-09-12,10:40:03.600,50.2889821,-3.9000054,12.80,1.41,213.45
2019-09-12,10:40:08.600,50.2889372,-3.9000592,12.49,1.01,222.42
2019-09-12,10:40:13.600,50.2888924,-3.9001170,11.88,0.81,206.18
2019-09-12,10:40:18.600,50.2888645,-3.9001817,11.88,0.85,223.87
2019-09-12,10:40:23.600,50.2888323,-3.9002259,11.88,1.16,216.49
2019-09-12,10:40:28.600,50.2887970,-3.9002760,11.27,0.79,217.19
2019-09-12,10:40:33.600,50.2887776,-3.9003100,11.27,0.61,235.49
2019-09-12,10:41:16.600,50.2887605,-3.9003379,11.27,0.39,227.37
2019-09-12,10:41:21.600,50.2887305,-3.9003902,11.88,0.85,227.58
2019-09-12,10:41:26.600,50.2886986,-3.9004553,11.88,1.08,228.13
2019-09-12,10:41:31.600,50.2886661,-3.9005211,12.80,1.25,232.79
2019-09-12,10:41:36.600,50.2886358,-3.9005792,13.41,0.99,229.49
2019-09-12,10:41:41.600,50.2886053,-3.9006346,14.32,0.82,228.58
2019-09-12,10:41:46.600,50.2885743,-3.9006888,14.93,1.22,226.77
2019-09-12,10:41:51.600,50.2885424,-3.9007422,15.84,1.04,228.25
2019-09-12,10:41:56.600,50.2885143,-3.9007908,16.45,1.05,218.26
2019-09-12,10:42:03.000,50.2885142,-3.9008402,17.06,0.50,303.99
2019-09-12,10:42:08.200,50.2885313,-3.9008820,17.98,1.11,306.20
2019-09-12,10:42:13.600,50.2885392,-3.9009280,18.89,1.27,281.77
2019-09-12,10:42:18.600,50.2885491,-3.9009873,20.42,0.72,269.87
2019-09-12,10:42:23.800,50.2885560,-3.9010339,22.25,1.05,272.98
2019-09-12,10:42:29.000,50.2885678,-3.9010868,23.77,0.68,273.69
2019-09-12,10:42:34.200,50.2885970,-3.9011533,24.99,1.54,308.02
2019-09-12,10:42:48.200,50.2886433,-3.9011641,26.21,1.30,340.47
2019-09-12,10:42:53.200,50.2886832,-3.9011865,27.43,0.85,351.43
2019-09-12,10:42:58.200,50.2887316,-3.9011993,28.34,0.98,350.87
2019-09-12,10:43:03.200,50.2887746,-3.9012212,29.26,1.32,337.79
2019-09-12,10:43:08.200,50.2888127,-3.9012376,30.17,0.78,322.05
2019-09-12,10:43:13.200,50.2888534,-3.9012662,30.48,0.92,340.26
2019-09-12,10:43:18.200,50.2888899,-3.9012905,31.39,0.96,322.24
2019-09-12,10:43:23.200,50.2889296,-3.9013275,32.00,0.91,342.84
2019-09-12,10:43:28.600,50.2889532,-3.9013504,32.91,0.53,314.63
2019-09-12,10:44:05.200,50.2889776,-3.9013609,34.74,0.68,325.01
2019-09-12,10:44:10.200,50.2890085,-3.9013913,35.66,0.94,330.17
2019-09-12,10:44:15.200,50.2890459,-3.9014263,36.88,0.64,331.52
2019-09-12,10:44:20.200,50.2890894,-3.9014494,38.10,0.85,330.57
2019-09-12,10:44:25.200,50.2891297,-3.9014793,39.31,1.08,332.38
2019-09-12,10:44:30.200,50.2891731,-3.9014942,39.92,1.28,1.07
2019-09-12,10:44:35.200,50.2892221,-3.9015107,41.14,0.93,319.70
2019-09-12,10:44:40.200,50.2892675,-3.9015416,42.67,1.23,319.08
2019-09-12,10:44:45.200,50.2893096,-3.9015760,43.89,0.86,317.93
2019-09-12,10:44:50.200,50.2893515,-3.9016093,44.80,0.91,331.79
2019-09-12,10:44:55.200,50.2893963,-3.9016372,46.02,0.97,334.27
2019-09-12,10:45:00.200,50.2894439,-3.9016656,47.24,0.85,343.64
2019-09-12,10:45:05.200,50.2894867,-3.9016888,48.46,1.03,330.36
2019-09-12,10:45:10.200,50.2895320,-3.9017129,49.68,0.93,332.86
2019-09-12,10:45:15.200,50.2895789,-3.9017493,50.90,0.96,313.58
2019-09-12,10:45:58.800,50.2896025,-3.9017718,51.51,0.70,317.11
2019-09-12,10:46:03.800,50.2896449,-3.9018176,52.42,1.20,331.13
2019-09-12,10:46:09.800,50.2896818,-3.9018624,53.34,0.83,311.44
2019-09-12,10:46:14.800,50.2897350,-3.9018958,54.55,1.13,335.41
2019-09-12,10:46:19.800,50.2897774,-3.9019410,56.08,2.35,334.03
2019-09-12,10:46:24.800,50.2898183,-3.9019867,56.99,0.93,321.83
2019-09-12,10:46:29.800,50.2898599,-3.9020276,57.60,0.72,321.42
2019-09-12,10:46:34.800,50.2898995,-3.9020646,58.52,1.90,332.72
2019-09-12,10:46:39.800,50.2899314,-3.9021250,59.13,1.72,315.82
2019-09-12,10:46:44.800,50.2899724,-3.9021849,60.04,0.95,322.95
2019-09-12,10:46:49.800,50.2900168,-3.9022319,60.35,0.78,332.88
2019-09-12,10:46:55.000,50.2900642,-3.9022941,60.35,1.52,324.67
2019-09-12,10:47:00.000,50.2901064,-3.9023436,60.65,0.34,308.86
2019-09-12,10:47:05.000,50.2901416,-3.9024065,60.96,1.51,305.66
2019-09-12,10:47:10.000,50.2901789,-3.9024727,61.26,1.92,309.24
2019-09-12,10:47:15.000,50.2902147,-3.9025457,61.56,0.78,335.93
2019-09-12,10:47:20.000,50.2902573,-3.9025988,62.48,0.69,306.17
2019-09-12,10:47:25.000,50.2903034,-3.9026415,63.09,1.06,324.67
2019-09-12,10:47:30.000,50.2903520,-3.9026647,63.39,1.11,338.16
2019-09-12,10:47:35.000,50.2904009,-3.9027042,63.70,1.52,330.52
2019-09-12,10:47:40.000,50.2904508,-3.9027636,64.61,1.82,325.93
2019-09-12,10:47:45.000,50.2904892,-3.9028280,64.61,1.13,321.36
2019-09-12,10:47:50.000,50.2905267,-3.9028919,65.22,0.53,299.36
2019-09-12,10:47:55.000,50.2905603,-3.9029726,66.44,0.93,301.52
2019-09-12,10:48:00.000,50.2905916,-3.9030552,67.05,1.83,302.16
2019-09-12,10:48:05.000,50.2906204,-3.9031316,67.36,1.48,308.58
2019-09-12,10:48:10.000,50.2906563,-3.9031917,68.27,0.68,315.20
2019-09-12,10:48:15.000,50.2906917,-3.9032523,68.88,1.04,309.69
2019-09-12,10:48:20.200,50.2907275,-3.9033130,69.49,1.81,320.94
2019-09-12,10:48:25.400,50.2907700,-3.9033792,69.79,1.05,309.97
2019-09-12,10:48:30.400,50.2908074,-3.9034501,70.10,0.60,309.92
2019-09-12,10:48:35.400,50.2908438,-3.9035350,70.40,1.91,304.12
2019-09-12,10:48:40.400,50.2908723,-3.9036128,70.40,1.68,307.79
2019-09-12,10:48:45.400,50.2909007,-3.9036836,70.40,1.24,299.77
2019-09-12,10:48:50.400,50.2909277,-3.9037577,70.71,0.81,258.24
2019-09-12,10:48:55.400,50.2909509,-3.9038381,71.01,0.99,288.79
2019-09-12,10:49:00.400,50.2909677,-3.9039302,71.01,1.75,296.60
2019-09-12,10:49:05.400,50.2909927,-3.9040138,71.01,0.61,273.68
2019-09-12,10:49:10.400,50.2910143,-3.9041016,71.32,1.06,297.83
2019-09-12,10:49:15.400,50.2910327,-3.9041982,71.32,1.77,285.02
2019-09-12,10:49:20.400,50.2910525,-3.9042939,71.62,1.75,289.87
2019-09-12,10:49:25.400,50.2910509,-3.9044090,71.01,0.69,282.76
2019-09-12,10:49:30.400,50.2910450,-3.9045313,68.88,0.73,280.92
2019-09-12,10:49:35.400,50.2910722,-3.9046202,68.88,2.19,284.57
2019-09-12,10:49:40.400,50.2910988,-3.9047037,69.18,1.25,287.10
2019-09-12,10:49:45.400,50.2911206,-3.9047862,69.18,0.82,283.49
2019-09-12,10:49:50.400,50.2911490,-3.9048760,70.10,2.01,288.13
2019-09-12,10:49:55.400,50.2911599,-3.9049767,70.10,0.48,295.42
2019-09-12,10:50:00.400,50.2911756,-3.9050760,69.79,1.93,282.45
2019-09-12,10:50:05.400,50.2911873,-3.9051815,69.79,0.93,279.55
2019-09-12,10:50:10.400,50.2912007,-3.9052735,70.10,0.88,271.47
2019-09-12,10:50:15.400,50.2912059,-3.9053722,70.10,1.79,285.29
2019-09-12,10:50:20.400,50.2912218,-3.9054655,70.71,1.20,273.45
2019-09-12,10:50:25.400,50.2912231,-3.9055880,71.01,1.25,274.88
2019-09-12,10:50:30.600,50.2912309,-3.9056872,70.40,1.15,293.20
2019-09-12,10:50:55.000,50.2912562,-3.9057451,70.40,1.10,282.94
2019-09-12,10:51:00.000,50.2912814,-3.9058331,70.40,1.47,297.89
2019-09-12,10:51:05.000,50.2913106,-3.9059153,70.10,0.56,285.99
2019-09-12,10:51:10.000,50.2913381,-3.9060088,70.10,2.07,304.68
2019-09-12,10:51:15.000,50.2913773,-3.9060800,69.79,1.03,324.35
2019-09-12,10:51:20.000,50.2914310,-3.9061139,69.79,0.70,341.37
2019-09-12,10:51:25.000,50.2914882,-3.9061443,70.71,1.19,345.38
2019-09-12,10:51:30.000,50.2915413,-3.9061670,71.01,1.16,347.17
2019-09-12,10:51:35.000,50.2915873,-3.9061789,71.01,1.13,0.38
2019-09-12,10:51:40.000,50.2916374,-3.9061990,71.01,1.23,347.18
2019-09-12,10:51:45.000,50.2916922,-3.9062097,71.01,1.25,1.03
2019-09-12,10:51:50.000,50.2917571,-3.9062089,71.32,1.52,352.58
2019-09-12,10:51:55.200,50.2918226,-3.9062039,72.23,0.91,31.81
2019-09-12,10:52:00.200,50.2918821,-3.9061990,73.15,0.45,13.23
2019-09-12,10:52:05.200,50.2919415,-3.9062023,73.45,1.14,6.78
2019-09-12,10:52:10.200,50.2920045,-3.9062104,73.76,1.59,330.21
2019-09-12,10:52:15.200,50.2920665,-3.9062240,74.37,1.65,0.66
2019-09-12,10:52:20.200,50.2921266,-3.9062521,75.28,1.16,337.44
2019-09-12,10:52:25.200,50.2921778,-3.9062922,75.59,0.28,277.98
2019-09-12,10:52:30.200,50.2922279,-3.9063330,75.59,2.01,337.40
2019-09-12,10:52:35.200,50.2922821,-3.9063816,75.28,1.33,331.23
2019-09-12,10:52:40.200,50.2923357,-3.9064039,75.28,1.22,348.89
2019-09-12,10:52:45.200,50.2923894,-3.9064239,74.67,1.15,2.79
2019-09-12,10:52:50.200,50.2924396,-3.9064423,74.37,1.39,332.72
2019-09-12,10:52:55.200,50.2924872,-3.9064705,73.15,1.03,337.45
2019-09-12,10:53:00.200,50.2925362,-3.9064872,72.23,1.09,17.50
2019-09-12,10:53:05.200,50.2925740,-3.9064892,71.01,0.92,334.16
2019-09-12,10:53:10.200,50.2925982,-3.9065174,69.79,0.84,328.91
2019-09-12,10:53:15.200,50.2926328,-3.9065597,68.58,0.81,318.26
2019-09-12,10:53:20.200,50.2926587,-3.9066183,67.05,1.59,308.97
2019-09-12,10:53:25.200,50.2926807,-3.9066820,65.83,0.78,309.58
2019-09-12,10:53:30.200,50.2927031,-3.9067389,64.31,1.44,306.18
2019-09-12,10:53:35.200,50.2927203,-3.9067845,63.39,0.39,322.01
2019-09-12,10:53:40.200,50.2927359,-3.9068360,62.17,0.52,292.05
2019-09-12,10:53:45.400,50.2927509,-3.9068908,60.65,1.20,308.30
2019-09-12,10:53:50.400,50.2927636,-3.9069507,59.13,0.82,291.31
2019-09-12,10:53:55.400,50.2927818,-3.9070111,57.91,0.95,305.61
2019-09-12,10:54:00.800,50.2928015,-3.9070742,56.99,1.16,277.33
2019-09-12,10:54:05.800,50.2928149,-3.9071339,55.77,0.55,353.69
2019-09-12,10:54:13.800,50.2928318,-3.9071848,54.86,0.47,335.46
2019-09-12,10:54:19.000,50.2928438,-3.9072432,53.64,1.18,296.56
2019-09-12,10:54:24.000,50.2928521,-3.9073119,52.12,0.49,234.45
2019-09-12,10:54:29.000,50.2928539,-3.9073959,51.51,0.62,293.83
2019-09-12,10:54:34.000,50.2928733,-3.9074672,50.29,1.06,286.85
2019-09-12,10:54:39.400,50.2928864,-3.9075380,48.76,1.30,280.12
2019-09-12,10:54:44.400,50.2928991,-3.9075987,47.24,0.44,302.54
2019-09-12,10:54:49.600,50.2929154,-3.9076643,45.72,0.93,305.16
2019-09-12,10:54:54.600,50.2929259,-3.9077179,44.50,1.35,274.18
2019-09-12,10:55:00.400,50.2929350,-3.9077834,42.97,1.44,276.56
2019-09-12,10:55:05.400,50.2929401,-3.9078460,42.06,0.34,295.61
2019-09-12,10:55:10.400,50.2929432,-3.9079133,40.84,1.78,266.95
2019-09-12,10:55:15.800,50.2929322,-3.9079993,40.23,0.41,289.76
2019-09-12,10:55:21.200,50.2929336,-3.9080817,39.62,0.68,269.88
2019-09-12,10:55:27.000,50.2929368,-3.9081560,38.10,0.45,270.37
2019-09-12,10:55:32.000,50.2929415,-3.9082327,37.18,1.21,252.56
2019-09-12,10:55:37.000,50.2929391,-3.9083092,36.27,1.04,270.98
2019-09-12,10:55:42.600,50.2929310,-3.9084059,35.96,1.72,267.58
2019-09-12,10:55:47.600,50.2929253,-3.9084894,35.35,0.96,262.02
2019-09-12,10:55:52.600,50.2929239,-3.9085745,35.05,0.40,270.37
2019-09-12,10:55:58.200,50.2929235,-3.9086519,34.13,1.17,260.35
