lat,lon
50.598902,-2.038226
50.598889,-2.038155
50.598873,-2.038087
50.598823,-2.038069
50.598768,-2.038041
50.598724,-2.038000
50.598683,-2.037956
50.598647,-2.037885
50.598614,-2.037831
50.598587,-2.037763
50.598562,-2.037704
50.598517,-2.037726
50.598533,-2.037806
50.598432,-2.037736
50.598500,-2.037718
50.598553,-2.037712
50.598606,-2.037696
50.598561,-2.037735
50.598615,-2.037731
50.598658,-2.037692
50.598692,-2.037646
50.598706,-2.037578
50.598726,-2.037505
50.598675,-2.037441
50.598625,-2.037406
50.598581,-2.037381
50.598536,-2.037364
50.598488,-2.037368
50.598435,-2.037385
50.598389,-2.037400
50.598326,-2.037396
50.598280,-2.037406
50.598225,-2.037400
50.598177,-2.037398
50.598122,-2.037410
50.598067,-2.037405
50.598017,-2.037396
50.597967,-2.037386
50.597917,-2.037401
50.597870,-2.037401
50.597828,-2.037375
50.597792,-2.037428
50.597736,-2.037421
50.597683,-2.037416
50.597628,-2.037424
50.597577,-2.037440
50.597524,-2.037456
50.597474,-2.037465
50.597430,-2.037486
50.597386,-2.037536
50.597344,-2.037579
50.597308,-2.037622
50.597266,-2.037656
50.597226,-2.037692
50.597191,-2.037736
50.597142,-2.037780
50.597098,-2.037828
50.597042,-2.037878
50.596981,-2.037934
50.596929,-2.037964
50.596886,-2.038002
50.596830,-2.038030
50.596782,-2.038069
50.596757,-2.038129
50.596713,-2.038151
50.596653,-2.038152
50.596609,-2.038189
50.596577,-2.038242
50.596547,-2.038315
50.596511,-2.038365
50.596462,-2.038412
50.596428,-2.038465
50.596397,-2.038522
50.596374,-2.038586
50.596338,-2.038635
50.596296,-2.038689
50.596249,-2.038770
50.596194,-2.038760
50.596148,-2.038749
50.596091,-2.038745
50.596043,-2.038750
50.595994,-2.038741
50.595954,-2.038693
50.595903,-2.038664
50.595847,-2.038606
50.595797,-2.038549
50.595766,-2.038493
50.595739,-2.038431
50.595697,-2.038397
50.595647,-2.038361
50.595588,-2.038343
50.595546,-2.038299
50.595497,-2.038250
50.595454,-2.038208
50.595414,-2.038172
50.595368,-2.038131
50.595325,-2.038082
50.595291,-2.038034
50.595249,-2.037955
50.595209,-2.037895
50.595159,-2.037832
50.595116,-2.037784
50.595068,-2.037732
50.595020,-2.037698
50.594973,-2.037690
50.594929,-2.037669
50.594891,-2.037612
50.594847,-2.037577
50.594822,-2.037643
50.594780,-2.037669
50.594711,-2.037670
50.594662,-2.037652
50.594621,-2.037616
50.594582,-2.037578
50.594531,-2.037542
50.594475,-2.037542
50.594433,-2.037602
50.594379,-2.037629
50.594325,-2.037639
50.594280,-2.037638
50.594222,-2.037613
50.594168,-2.037588
50.594122,-2.037578
50.594071,-2.037594
50.594016,-2.037610
50.593971,-2.037633
50.593921,-2.037628
50.593862,-2.037630
50.593816,-2.037635
50.593770,-2.037608
50.593718,-2.037609
50.593668,-2.037633
50.593614,-2.037630
50.593558,-2.037630
50.593501,-2.037636
50.593449,-2.037625
50.593394,-2.037629
50.593344,-2.037634
50.593285,-2.037616
50.593238,-2.037619
50.593192,-2.037612
50.593135,-2.037603
50.593081,-2.037598
50.593028,-2.037614
50.592973,-2.037620
50.592928,-2.037638
50.592870,-2.037642
50.592824,-2.037616
50.592779,-2.037592
50.592738,-2.037636
50.592692,-2.037688
50.592657,-2.037737
50.592598,-2.037747
50.592552,-2.037743
50.592506,-2.037732
50.592458,-2.037737
50.592410,-2.037729
50.592365,-2.037712
50.592319,-2.037702
50.592267,-2.037718
50.592209,-2.037716
50.592160,-2.037719
50.592108,-2.037711
50.592059,-2.037718
50.592001,-2.037713
50.591947,-2.037726
50.591890,-2.037724
50.591838,-2.037732
50.591782,-2.037740
50.591731,-2.037752
50.591674,-2.037795
50.591622,-2.037811
50.591572,-2.037817
50.591514,-2.037817
50.591466,-2.037825
50.591411,-2.037829
50.591350,-2.037862
50.591293,-2.037868
50.591242,-2.037883
50.591193,-2.037890
50.591136,-2.037892
50.591090,-2.037894
50.591044,-2.037869
50.591003,-2.037817
50.590962,-2.037790
50.590922,-2.037753
50.590876,-2.037734
50.590827,-2.037709
50.590787,-2.037676
50.590737,-2.037671
50.590688,-2.037668
50.590637,-2.037668
50.590577,-2.037647
50.590520,-2.037644
50.590460,-2.037637
50.590402,-2.037628
50.590348,-2.037600
50.590303,-2.037586
50.590254,-2.037598
50.590207,-2.037592
50.590157,-2.037597
50.590109,-2.037571
50.590063,-2.037543
50.590010,-2.037500
50.589957,-2.037474
50.589913,-2.037447
50.589868,-2.037418
50.589822,-2.037397
50.589768,-2.037365
50.589734,-2.037304
50.589700,-2.037244
50.589663,-2.037190
50.589631,-2.037127
50.589602,-2.037055
50.589563,-2.036988
50.589522,-2.036924
50.589485,-2.036853
50.589457,-2.036797
50.589420,-2.036752
50.589369,-2.036690
50.589323,-2.036659
50.589272,-2.036607
50.589229,-2.036579
50.589184,-2.036561
50.589130,-2.036559
50.589084,-2.036556
50.589038,-2.036556
50.588983,-2.036569
50.588936,-2.036596
50.588891,-2.036624
50.588850,-2.036665
50.588810,-2.036715
50.588772,-2.036763
50.588739,-2.036826
50.588710,-2.036893
50.588672,-2.036949
50.588635,-2.037011
50.588601,-2.037059
50.588564,-2.037104
50.588521,-2.037155
50.588484,-2.037216
50.588444,-2.037280
50.588406,-2.037335
50.588356,-2.037372
50.588308,-2.037394
50.588253,-2.037428
50.588199,-2.037451
50.588154,-2.037481
50.588103,-2.037499
50.588052,-2.037505
50.587998,-2.037515
50.587950,-2.037534
50.587908,-2.037567
50.587859,-2.037583
50.587801,-2.037588
50.587755,-2.037591
50.587709,-2.037594
50.587664,-2.037609
50.587619,-2.037624
50.587570,-2.037635
50.587524,-2.037625
50.587473,-2.037608
50.587422,-2.037602
50.587374,-2.037589
50.587326,-2.037578
50.587280,-2.037570
50.587230,-2.037576
50.587179,-2.037584
50.587127,-2.037600
50.587080,-2.037588
50.587023,-2.037561
50.586979,-2.037541
50.586915,-2.037537
50.586864,-2.037570
50.586815,-2.037588
50.586755,-2.037572
50.586694,-2.037555
50.586639,-2.037532
50.586590,-2.037528
50.586543,-2.037529
50.586493,-2.037533
50.586448,-2.037529
50.586399,-2.037535
50.586347,-2.037526
50.586289,-2.037498
50.586232,-2.037477
50.586175,-2.037480
50.586126,-2.037510
50.586079,-2.037562
50.586030,-2.037580
50.585981,-2.037580
50.585930,-2.037568
50.585890,-2.037526
50.585854,-2.037463
50.585821,-2.037412
50.585799,-2.037341
50.585771,-2.037275
50.585745,-2.037208
50.585720,-2.037138
50.585694,-2.037062
50.585670,-2.036993
50.585655,-2.036911
50.585632,-2.036834
50.585601,-2.036779
50.585572,-2.036719
50.585556,-2.036641
50.585538,-2.036563
50.585511,-2.036505
50.585481,-2.036448
50.585451,-2.036378
50.585420,-2.036313
50.585401,-2.036248
50.585391,-2.036168
50.585393,-2.036086
50.585393,-2.036013
50.585383,-2.035943
50.585359,-2.035871
50.585329,-2.035799
50.585298,-2.035734
50.585267,-2.035673
50.585226,-2.035611
50.585178,-2.035568
50.585143,-2.035524
