lat,lon
50.5950928,-1.9535659
50.5950548,-1.9535607
50.5950803,-1.9536195
50.5950852,-1.9536801
50.5950662,-1.9538258
50.5949639,-1.9536597
50.5949791,-1.9536666
50.5950033,-1.9536408
50.5950341,-1.9535838
50.5950218,-1.9535739
50.5950308,-1.9535258
50.5950230,-1.9534293
50.5949807,-1.9532792
50.5949698,-1.9530821
50.5949926,-1.9532825
50.5949972,-1.9534808
50.5950151,-1.9535835
50.5950392,-1.9535922
50.5950555,-1.9535662
50.5950696,-1.9535750
50.5950703,-1.9535478
50.5949997,-1.9534305
50.5948670,-1.9533007
50.5948333,-1.9533072
50.5948637,-1.9533574
50.5948152,-1.9533888
50.5947045,-1.9534286
50.5945126,-1.9534317
50.5944531,-1.9534530
50.5944266,-1.9535004
50.5943335,-1.9535324
50.5943552,-1.9535384
50.5943474,-1.9535867
50.5943740,-1.9536221
50.5943568,-1.9538078
50.5943314,-1.9538962
50.5943384,-1.9539312
50.5943190,-1.9540077
50.5942060,-1.9541405
50.5940744,-1.9542082
50.5939247,-1.9543789
50.5938967,-1.9544650
50.5939029,-1.9545666
50.5938912,-1.9546279
50.5937292,-1.9548536
50.5937142,-1.9548927
50.5937009,-1.9550301
50.5936569,-1.9551473
50.5935932,-1.9552456
50.5935460,-1.9554791
50.5933787,-1.9556715
50.5933812,-1.9557062
50.5933596,-1.9557753
50.5932758,-1.9559396
50.5932340,-1.9560988
50.5931329,-1.9563231
50.5929635,-1.9565371
50.5928258,-1.9567716
50.5927861,-1.9569236
50.5927466,-1.9569543
50.5927678,-1.9569359
50.5927486,-1.9570917
50.5926475,-1.9572372
50.5926197,-1.9574165
50.5924948,-1.9576283
50.5924066,-1.9577048
50.5923639,-1.9577723
50.5923521,-1.9578350
50.5923926,-1.9580064
50.5923728,-1.9580666
50.5923553,-1.9580187
50.5923887,-1.9580054
50.5923926,-1.9580362
50.5924089,-1.9580486
50.5924024,-1.9580703
50.5924561,-1.9581269
50.5924431,-1.9581739
50.5923790,-1.9582558
50.5923655,-1.9582386
50.5923450,-1.9582529
50.5923878,-1.9582269
50.5924118,-1.9582365
50.5924064,-1.9582709
50.5924170,-1.9582790
50.5924173,-1.9583303
50.5924389,-1.9584086
50.5924623,-1.9586400
50.5924421,-1.9586655
