lat,lon
50.698047,-2.722140
50.697996,-2.722102
50.697950,-2.722052
50.697907,-2.722034
50.697865,-2.721984
50.697816,-2.721952
50.697760,-2.721907
50.697727,-2.721853
50.697677,-2.721822
50.697632,-2.721824
50.697584,-2.721819
50.697534,-2.721800
50.697477,-2.721796
50.697426,-2.721777
50.697381,-2.721743
50.697355,-2.721680
50.697308,-2.721662
50.697257,-2.721643
50.697234,-2.721566
50.697188,-2.721598
50.697143,-2.721640
50.697092,-2.721679
50.697036,-2.721714
50.696987,-2.721744
50.696950,-2.721786
50.696917,-2.721861
50.696923,-2.721935
50.696964,-2.721993
50.697016,-2.722020
50.697051,-2.721972
50.697076,-2.722033
50.697101,-2.722094
50.697113,-2.722024
50.697062,-2.722022
50.697101,-2.721979
50.697063,-2.721916
50.697005,-2.721954
50.696962,-2.721981
50.696916,-2.722008
50.696861,-2.722040
50.696802,-2.722092
50.696758,-2.722155
50.696747,-2.722226
50.696764,-2.722309
50.696808,-2.722329
50.696863,-2.722310
50.696918,-2.722305
50.696968,-2.722323
50.697021,-2.722327
50.697086,-2.722312
50.697138,-2.722282
50.697191,-2.722280
50.697243,-2.722258
50.697285,-2.722230
50.697235,-2.722230
50.697187,-2.722259
50.697139,-2.722295
50.697086,-2.722327
50.697034,-2.722331
50.696980,-2.722316
50.696929,-2.722341
50.696878,-2.722339
50.696824,-2.722357
50.696808,-2.722433
50.696816,-2.722524
50.696838,-2.722598
50.696835,-2.722682
50.696821,-2.722770
50.696815,-2.722857
50.696810,-2.722947
50.696802,-2.723030
50.696798,-2.723102
50.696798,-2.723184
50.696844,-2.723164
50.696878,-2.723108
50.696882,-2.723022
50.696884,-2.722938
50.696893,-2.722868
50.696941,-2.722794
50.696997,-2.722828
50.697044,-2.722824
50.697100,-2.722775
50.697153,-2.722760
50.697198,-2.722728
50.697245,-2.722687
50.697295,-2.722708
50.697337,-2.722744
50.697390,-2.722760
50.697439,-2.722754
50.697494,-2.722757
50.697534,-2.722792
50.697573,-2.722834
50.697619,-2.722835
50.697668,-2.722842
50.697715,-2.722861
50.697771,-2.722862
50.697821,-2.722818
50.697866,-2.722814
50.697915,-2.722808
50.697964,-2.722815
50.698014,-2.722851
50.698050,-2.722904
50.698040,-2.723002
50.698060,-2.723070
50.698104,-2.723129
50.698154,-2.723164
50.698201,-2.723245
50.698218,-2.723353
50.698233,-2.723432
50.698256,-2.723508
50.698285,-2.723578
50.698312,-2.723650
50.698339,-2.723719
50.698380,-2.723806
50.698407,-2.723875
50.698442,-2.723949
50.698475,-2.724023
50.698509,-2.724117
50.698534,-2.724178
50.698552,-2.724247
50.698578,-2.724333
50.698603,-2.724414
50.698610,-2.724487
50.698572,-2.724567
50.698543,-2.724646
50.698516,-2.724710
50.698489,-2.724769
50.698458,-2.724825
50.698420,-2.724897
50.698404,-2.724987
50.698391,-2.725063
50.698383,-2.725153
50.698367,-2.725228
50.698347,-2.725300
50.698330,-2.725378
50.698317,-2.725446
50.698303,-2.725519
50.698288,-2.725611
50.698282,-2.725683
50.698267,-2.725758
50.698241,-2.725828
50.698227,-2.725929
50.698212,-2.726005
50.698193,-2.726092
