date,time,lat,lon,ele
2021-06-08,17:31:50.000,50.5863567,-2.4711382,20
2021-06-08,17:31:55.000,50.5863215,-2.4710963,20
2021-06-08,17:32:00.000,50.5862807,-2.4710289,20
2021-06-08,17:32:05.000,50.5862571,-2.4709385,20
2021-06-08,17:32:10.000,50.5862363,-2.4708390,19
2021-06-08,17:32:15.000,50.5862213,-2.4707681,19
2021-06-08,17:32:20.000,50.5861995,-2.4706956,19
2021-06-08,17:32:25.000,50.5861715,-2.4705934,19
2021-06-08,17:32:30.000,50.5861987,-2.4704789,19
2021-06-08,17:32:35.000,50.5861960,-2.4703847,19
2021-06-08,17:32:40.000,50.5861828,-2.4703001,19
2021-06-08,17:32:45.000,50.5861691,-2.4702556,19
2021-06-08,17:32:50.000,50.5861590,-2.4702146,19
2021-06-08,17:32:55.000,50.5861413,-2.4701337,19
2021-06-08,17:33:00.000,50.5861178,-2.4700401,19
2021-06-08,17:33:05.000,50.5861002,-2.4699476,19
2021-06-08,17:33:10.000,50.5860837,-2.4698577,20
2021-06-08,17:33:15.000,50.5860370,-2.4698474,20
2021-06-08,17:33:20.000,50.5859869,-2.4698107,20
2021-06-08,17:35:02.000,50.5859402,-2.4697827,20
2021-06-08,17:35:14.000,50.5859062,-2.4698081,20
2021-06-08,17:35:19.000,50.5858659,-2.4698218,20
2021-06-08,17:35:24.000,50.5858082,-2.4698725,20
2021-06-08,17:35:29.000,50.5857490,-2.4699125,20
2021-06-08,17:35:34.000,50.5856859,-2.4699527,20
2021-06-08,17:35:39.000,50.5856292,-2.4699965,20
2021-06-08,17:35:44.000,50.5855593,-2.4700307,20
2021-06-08,17:35:49.000,50.5855025,-2.4700503,20
2021-06-08,17:35:54.000,50.5854346,-2.4700621,20
2021-06-08,17:35:59.000,50.5853759,-2.4700766,20
2021-06-08,17:36:04.000,50.5853237,-2.4701311,19
2021-06-08,17:36:09.000,50.5853155,-2.4702265,19
2021-06-08,17:36:14.000,50.5853178,-2.4703414,18
2021-06-08,17:36:19.000,50.5853124,-2.4704400,18
2021-06-08,17:36:24.000,50.5853029,-2.4705515,18
2021-06-08,17:36:29.000,50.5853033,-2.4706473,18
2021-06-08,17:36:34.000,50.5852990,-2.4707538,18
2021-06-08,17:36:39.000,50.5852918,-2.4708530,18
2021-06-08,17:36:44.000,50.5852879,-2.4709533,17
2021-06-08,17:36:49.000,50.5852836,-2.4710510,17
2021-06-08,17:36:54.000,50.5852761,-2.4711616,18
