date,time,lat,lon,ele
2021-07-25,13:06:17.000,50.5152117,-2.4566016,11
2021-07-25,13:06:22.000,50.5152177,-2.4565646,11
2021-07-25,13:06:27.000,50.5152205,-2.4565067,11
2021-07-25,13:06:32.000,50.5152100,-2.4564367,11
2021-07-25,13:06:37.000,50.5151739,-2.4564107,11
2021-07-25,13:06:42.000,50.5151321,-2.4564085,10
2021-07-25,13:06:47.000,50.5150903,-2.4564066,11
2021-07-25,13:06:52.000,50.5150463,-2.4564039,10
2021-07-25,13:06:57.000,50.5150168,-2.4563660,10
2021-07-25,13:07:02.000,50.5149793,-2.4563190,10
2021-07-25,13:07:07.000,50.5149259,-2.4562934,10
2021-07-25,13:07:12.000,50.5148827,-2.4562857,10
2021-07-25,13:07:23.000,50.5148203,-2.4562706,9
2021-07-25,13:07:28.000,50.5147765,-2.4562497,9
2021-07-25,13:07:33.000,50.5147351,-2.4562190,9
2021-07-25,13:07:38.000,50.5147005,-2.4561916,9
2021-07-25,13:07:43.000,50.5146683,-2.4561552,9
2021-07-25,13:07:48.000,50.5146416,-2.4561077,9
2021-07-25,13:07:53.000,50.5146331,-2.4560473,9
2021-07-25,13:07:58.000,50.5146309,-2.4559807,9
2021-07-25,13:08:03.000,50.5146231,-2.4559247,9
2021-07-25,13:08:08.000,50.5146149,-2.4558689,9
2021-07-25,13:08:13.000,50.5146171,-2.4558081,9
2021-07-25,13:08:18.000,50.5146125,-2.4557570,9
2021-07-25,13:10:56.000,50.5145600,-2.4557162,8
2021-07-25,13:11:01.000,50.5145725,-2.4556830,8
2021-07-25,13:11:06.000,50.5145879,-2.4556461,8
2021-07-25,13:11:11.000,50.5146100,-2.4555946,8
2021-07-25,13:11:16.000,50.5146282,-2.4555336,8
2021-07-25,13:11:21.000,50.5146471,-2.4554831,9
2021-07-25,13:11:35.000,50.5146755,-2.4554368,9
2021-07-25,13:11:40.000,50.5147123,-2.4554152,9
2021-07-25,13:11:45.000,50.5147649,-2.4553981,9
2021-07-25,13:11:50.000,50.5148054,-2.4553619,9
2021-07-25,13:11:55.000,50.5148448,-2.4553295,9
2021-07-25,13:12:00.000,50.5148765,-2.4552921,9
2021-07-25,13:12:05.000,50.5149035,-2.4552467,9
2021-07-25,13:12:16.000,50.5149394,-2.4552042,9
2021-07-25,13:12:21.000,50.5149764,-2.4551723,9
2021-07-25,13:12:26.000,50.5150085,-2.4551281,9
2021-07-25,13:12:31.000,50.5150418,-2.4550789,9
2021-07-25,13:12:36.000,50.5150634,-2.4550353,9
2021-07-25,13:12:41.000,50.5150802,-2.4550080,10
2021-07-25,13:12:46.000,50.5151053,-2.4549717,10
2021-07-25,13:12:51.000,50.5151333,-2.4549296,9
