lat,lon
50.616098,-2.063900
50.616108,-2.064000
50.616123,-2.064069
50.616133,-2.064157
50.616121,-2.064246
50.616114,-2.064324
50.616110,-2.064405
50.616100,-2.064482
50.616092,-2.064573
50.616080,-2.064668
50.616067,-2.064751
50.616058,-2.064832
50.616062,-2.064916
50.616085,-2.064978
50.616088,-2.065063
50.616093,-2.065151
50.616065,-2.065226
50.616036,-2.065296
50.616010,-2.065373
50.615973,-2.065428
50.615941,-2.065488
50.615913,-2.065563
50.615887,-2.065640
50.615849,-2.065698
50.615819,-2.065754
50.615766,-2.065808
50.615713,-2.065846
50.615659,-2.065860
50.615615,-2.065914
50.615580,-2.065982
50.615559,-2.066052
50.615534,-2.066144
50.615513,-2.066231
50.615493,-2.066301
50.615482,-2.066372
50.615439,-2.066398
50.615402,-2.066447
50.615378,-2.066514
50.615354,-2.066575
50.615300,-2.066600
50.615254,-2.066612
50.615202,-2.066606
50.615149,-2.066630
50.615106,-2.066685
50.615067,-2.066752
50.615031,-2.066803
50.615004,-2.066860
50.614992,-2.066930
50.614981,-2.066999
50.614944,-2.067045
50.614887,-2.067084
50.614826,-2.067099
50.614774,-2.067131
50.614722,-2.067156
50.614679,-2.067180
50.614631,-2.067222
50.614587,-2.067254
50.614537,-2.067300
50.614496,-2.067353
50.614452,-2.067399
50.614408,-2.067440
50.614363,-2.067454
50.614316,-2.067491
50.614277,-2.067538
50.614227,-2.067542
50.614176,-2.067529
50.614145,-2.067470
50.614098,-2.067472
50.614043,-2.067465
50.613991,-2.067483
50.613944,-2.067484
50.613925,-2.067417
50.613885,-2.067452
50.613818,-2.067440
50.613757,-2.067427
50.613811,-2.067566
50.613834,-2.067636
50.613878,-2.067667
50.613929,-2.067632
50.613968,-2.067583
50.614005,-2.067539
50.614018,-2.067607
50.614004,-2.067688
50.614005,-2.067762
50.614021,-2.067835
50.613978,-2.067921
50.613942,-2.067968
50.613915,-2.068035
50.613867,-2.068093
50.613825,-2.068140
50.613783,-2.068167
50.613736,-2.068196
50.613695,-2.068244
50.613651,-2.068298
50.613602,-2.068320
50.613556,-2.068339
50.613512,-2.068375
50.613463,-2.068403
50.613399,-2.068426
50.613352,-2.068454
50.613304,-2.068494
50.613262,-2.068562
50.613207,-2.068654
50.613166,-2.068740
50.613127,-2.068790
50.613078,-2.068844
50.613021,-2.068873
50.612958,-2.068901
50.612910,-2.068922
50.612866,-2.068940
50.612822,-2.068966
50.612763,-2.068999
50.612711,-2.069041
50.612673,-2.069080
50.612627,-2.069117
50.612586,-2.069151
50.612533,-2.069187
50.612504,-2.069245
50.612478,-2.069329
50.612452,-2.069419
50.612485,-2.069483
50.612459,-2.069577
50.612434,-2.069656
50.612401,-2.069726
50.612364,-2.069798
50.612335,-2.069855
50.612283,-2.069910
50.612238,-2.069938
50.612182,-2.069934
50.612136,-2.069954
50.612086,-2.069980
50.612042,-2.070010
50.611992,-2.070015
50.611948,-2.070035
50.611889,-2.070059
50.611844,-2.070070
50.611792,-2.070074
50.611735,-2.070060
50.611685,-2.070056
50.611644,-2.070102
50.611610,-2.070171
50.611582,-2.070249
50.611555,-2.070321
50.611515,-2.070373
50.611474,-2.070422
50.611442,-2.070472
50.611401,-2.070538
50.611362,-2.070586
50.611320,-2.070632
50.611289,-2.070684
50.611240,-2.070718
50.611190,-2.070737
50.611147,-2.070784
50.611101,-2.070804
50.611049,-2.070807
50.611002,-2.070849
50.610946,-2.070894
50.610892,-2.070930
50.610835,-2.070946
50.610780,-2.071014
50.610743,-2.071080
50.610699,-2.071145
50.610651,-2.071208
50.610609,-2.071256
50.610569,-2.071290
50.610530,-2.071327
50.610487,-2.071356
50.610440,-2.071384
50.610395,-2.071404
50.610357,-2.071460
