date,time,lat,lon,ele
2022-11-12,12:33:53.000,50.6109950,-2.1299116,2
2022-11-12,12:33:58.000,50.6109600,-2.1298680,2
2022-11-12,12:34:03.000,50.6108967,-2.1298389,2
2022-11-12,12:34:08.000,50.6108528,-2.1297709,2
2022-11-12,12:34:13.000,50.6108120,-2.1297105,2
2022-11-12,12:34:18.000,50.6107668,-2.1296573,2
2022-11-12,12:34:23.000,50.6107248,-2.1296019,2
2022-11-12,12:34:28.000,50.6106797,-2.1295481,2
2022-11-12,12:34:33.000,50.6106327,-2.1294898,2
2022-11-12,12:34:38.000,50.6105821,-2.1294326,2
2022-11-12,12:34:43.000,50.6105345,-2.1293801,2
2022-11-12,12:34:48.000,50.6104841,-2.1293178,2
2022-11-12,12:34:53.000,50.6104336,-2.1292633,2
2022-11-12,12:34:58.000,50.6103853,-2.1292241,3
2022-11-12,12:35:03.000,50.6103361,-2.1291754,3
2022-11-12,12:35:08.000,50.6102869,-2.1291183,3
2022-11-12,12:35:13.000,50.6102367,-2.1290646,4
2022-11-12,12:35:18.000,50.6101946,-2.1290151,4
2022-11-12,12:35:23.000,50.6101466,-2.1289655,4
2022-11-12,12:35:28.000,50.6100952,-2.1289171,4
2022-11-12,12:35:33.000,50.6100383,-2.1288755,5
2022-11-12,12:35:38.000,50.6099794,-2.1288353,5
2022-11-12,12:35:43.000,50.6099222,-2.1287934,5
2022-11-12,12:35:48.000,50.6098656,-2.1287564,6
2022-11-12,12:35:53.000,50.6098116,-2.1287191,6
2022-11-12,12:35:58.000,50.6097516,-2.1286776,6
2022-11-12,12:36:03.000,50.6096946,-2.1286359,6
2022-11-12,12:36:08.000,50.6096371,-2.1286108,7
2022-11-12,12:36:13.000,50.6095779,-2.1285877,7
2022-11-12,12:36:18.000,50.6095167,-2.1285618,6
2022-11-12,12:36:23.000,50.6094549,-2.1285407,6
2022-11-12,12:36:28.000,50.6093896,-2.1285303,5
2022-11-12,12:36:33.000,50.6093298,-2.1285129,5
2022-11-12,12:36:38.000,50.6092744,-2.1284959,6
2022-11-12,12:36:43.000,50.6092166,-2.1284783,6
2022-11-12,12:36:48.000,50.6091524,-2.1284695,6
2022-11-12,12:36:53.000,50.6090884,-2.1284478,6
2022-11-12,12:36:58.000,50.6090250,-2.1284259,6
2022-11-12,12:37:03.000,50.6089693,-2.1283877,6
